dataset,model,signal,coverage,selective_accuracy,risk,n,small_n
CADEC,Meta-Llama-3-8B-Instruct,combined_3,0.15,0.7432605905006419,0.25673940949935814,5193,False
CADEC,Meta-Llama-3-8B-Instruct,combined_3,0.1,0.7519230769230769,0.24807692307692308,5193,False
CADEC,Meta-Llama-3-8B-Instruct,confidence,1.0,0.3652994415559407,0.6347005584440593,5193,False
CADEC,Meta-Llama-3-8B-Instruct,confidence,0.95,0.38447507093635996,0.61552492906364,5193,False
CADEC,Meta-Llama-3-8B-Instruct,confidence,0.9,0.405862216516902,0.594137783483098,5193,False
CADEC,Meta-Llama-3-8B-Instruct,confidence,0.85,0.4289920724801812,0.5710079275198188,5193,False
CADEC,Meta-Llama-3-8B-Instruct,confidence,0.8,0.45391095066185316,0.5460890493381468,5193,False
CADEC,Meta-Llama-3-8B-Instruct,confidence,0.75,0.47804878048780486,0.5219512195121951,5193,False
CADEC,Meta-Llama-3-8B-Instruct,confidence,0.7,0.5046754675467546,0.49532453245324537,5193,False
CADEC,Meta-Llama-3-8B-Instruct,confidence,0.65,0.5399881516587678,0.4600118483412322,5193,False
CADEC,Meta-Llama-3-8B-Instruct,confidence,0.6,0.5840821566110398,0.4159178433889602,5193,False
CADEC,Meta-Llama-3-8B-Instruct,confidence,0.55,0.6356317815890794,0.3643682184109206,5193,False
CADEC,Meta-Llama-3-8B-Instruct,confidence,0.5,0.6934924913361571,0.3065075086638429,5193,False
CADEC,Meta-Llama-3-8B-Instruct,confidence,0.45,0.730423620025674,0.26957637997432604,5193,False
CADEC,Meta-Llama-3-8B-Instruct,confidence,0.4,0.7290664100096247,0.2709335899903753,5193,False
CADEC,Meta-Llama-3-8B-Instruct,confidence,0.35,0.7282728272827282,0.27172717271727176,5193,False
CADEC,Meta-Llama-3-8B-Instruct,confidence,0.3,0.7317073170731707,0.2682926829268293,5193,False
CADEC,Meta-Llama-3-8B-Instruct,confidence,0.25,0.737490377213241,0.26250962278675904,5193,False
CADEC,Meta-Llama-3-8B-Instruct,confidence,0.2,0.7487969201154957,0.2512030798845043,5193,False
CADEC,Meta-Llama-3-8B-Instruct,confidence,0.15,0.7355584082156611,0.2644415917843389,5193,False
CADEC,Meta-Llama-3-8B-Instruct,confidence,0.1,0.7519230769230769,0.24807692307692308,5193,False
CADEC,Meta-Llama-3-8B-Instruct,entropy,1.0,0.3652994415559407,0.6347005584440593,5193,False
CADEC,Meta-Llama-3-8B-Instruct,entropy,0.95,0.38406972030806646,0.6159302796919335,5193,False
CADEC,Meta-Llama-3-8B-Instruct,entropy,0.9,0.40436456996148906,0.5956354300385109,5193,False
CADEC,Meta-Llama-3-8B-Instruct,entropy,0.85,0.4274065685164213,0.5725934314835788,5193,False
CADEC,Meta-Llama-3-8B-Instruct,entropy,0.8,0.45246690734055356,0.5475330926594464,5193,False
CADEC,Meta-Llama-3-8B-Instruct,entropy,0.75,0.47933247753530167,0.5206675224646984,5193,False
CADEC,Meta-Llama-3-8B-Instruct,entropy,0.7,0.5044004400440044,0.4955995599559956,5193,False
CADEC,Meta-Llama-3-8B-Instruct,entropy,0.65,0.505627962085308,0.494372037914692,5193,False
CADEC,Meta-Llama-3-8B-Instruct,entropy,0.6,0.5128369704749679,0.4871630295250321,5193,False
CADEC,Meta-Llama-3-8B-Instruct,entropy,0.55,0.5190759537976899,0.4809240462023101,5193,False
CADEC,Meta-Llama-3-8B-Instruct,entropy,0.5,0.5213708124759338,0.47862918752406625,5193,False
CADEC,Meta-Llama-3-8B-Instruct,entropy,0.45,0.5280273855370132,0.4719726144629868,5193,False
CADEC,Meta-Llama-3-8B-Instruct,entropy,0.4,0.5264677574590952,0.47353224254090476,5193,False
CADEC,Meta-Llama-3-8B-Instruct,entropy,0.35,0.5346534653465347,0.4653465346534653,5193,False
CADEC,Meta-Llama-3-8B-Instruct,entropy,0.3,0.5353016688061617,0.4646983311938383,5193,False
CADEC,Meta-Llama-3-8B-Instruct,entropy,0.25,0.5250192455735181,0.4749807544264819,5193,False
CADEC,Meta-Llama-3-8B-Instruct,entropy,0.2,0.5293551491819056,0.4706448508180944,5193,False
CADEC,Meta-Llama-3-8B-Instruct,entropy,0.15,0.5301668806161746,0.46983311938382544,5193,False
CADEC,Meta-Llama-3-8B-Instruct,entropy,0.1,0.5384615384615384,0.46153846153846156,5193,False
CADEC,Meta-Llama-3-8B-Instruct,margin,1.0,0.3652994415559407,0.6347005584440593,5193,False
CADEC,Meta-Llama-3-8B-Instruct,margin,0.95,0.3727199027158492,0.6272800972841508,5193,False
CADEC,Meta-Llama-3-8B-Instruct,margin,0.9,0.3910997004706889,0.6089002995293111,5193,False
CADEC,Meta-Llama-3-8B-Instruct,margin,0.85,0.41313703284258213,0.5868629671574179,5193,False
CADEC,Meta-Llama-3-8B-Instruct,margin,0.8,0.4375451263537906,0.5624548736462094,5193,False
CADEC,Meta-Llama-3-8B-Instruct,margin,0.75,0.46572528883183567,0.5342747111681643,5193,False
CADEC,Meta-Llama-3-8B-Instruct,margin,0.7,0.49834983498349833,0.5016501650165017,5193,False
CADEC,Meta-Llama-3-8B-Instruct,margin,0.65,0.5355450236966824,0.46445497630331756,5193,False
CADEC,Meta-Llama-3-8B-Instruct,margin,0.6,0.5792682926829268,0.4207317073170732,5193,False
CADEC,Meta-Llama-3-8B-Instruct,margin,0.55,0.6300315015750787,0.3699684984249213,5193,False
CADEC,Meta-Llama-3-8B-Instruct,margin,0.5,0.6572968810165576,0.3427031189834424,5193,False
CADEC,Meta-Llama-3-8B-Instruct,margin,0.45,0.6585365853658537,0.3414634146341463,5193,False
CADEC,Meta-Llama-3-8B-Instruct,margin,0.4,0.6616939364773821,0.33830606352261794,5193,False
CADEC,Meta-Llama-3-8B-Instruct,margin,0.35,0.6545654565456546,0.34543454345434543,5193,False
CADEC,Meta-Llama-3-8B-Instruct,margin,0.3,0.6534017971758665,0.34659820282413345,5193,False
CADEC,Meta-Llama-3-8B-Instruct,margin,0.25,0.6497305619707467,0.35026943802925325,5193,False
CADEC,Meta-Llama-3-8B-Instruct,margin,0.2,0.6467757459095284,0.35322425409047165,5193,False
CADEC,Meta-Llama-3-8B-Instruct,margin,0.15,0.6456996148908858,0.3543003851091142,5193,False
CADEC,Meta-Llama-3-8B-Instruct,margin,0.1,0.6384615384615384,0.3615384615384616,5193,False
CADEC,Meta-Llama-3-8B-Instruct,random,1.0,0.36529944155594063,0.6347005584440594,5193,False
CADEC,Meta-Llama-3-8B-Instruct,random,0.95,0.36532225374949323,0.6346777462505068,5193,False
CADEC,Meta-Llama-3-8B-Instruct,random,0.9,0.3651262302096705,0.6348737697903295,5193,False
CADEC,Meta-Llama-3-8B-Instruct,random,0.85,0.3644507361268403,0.6355492638731597,5193,False
CADEC,Meta-Llama-3-8B-Instruct,random,0.8,0.3642719614921781,0.6357280385078219,5193,False
CADEC,Meta-Llama-3-8B-Instruct,random,0.75,0.36456996148908855,0.6354300385109115,5193,False
CADEC,Meta-Llama-3-8B-Instruct,random,0.7,0.36449394939493945,0.6355060506050605,5193,False
CADEC,Meta-Llama-3-8B-Instruct,random,0.65,0.36485485781990523,0.6351451421800948,5193,False
CADEC,Meta-Llama-3-8B-Instruct,random,0.6,0.36431322207958927,0.6356867779204107,5193,False
CADEC,Meta-Llama-3-8B-Instruct,random,0.55,0.36405320266013297,0.635946797339867,5193,False
CADEC,Meta-Llama-3-8B-Instruct,random,0.5,0.3643819792067771,0.6356180207932229,5193,False
CADEC,Meta-Llama-3-8B-Instruct,random,0.45,0.3647839109970047,0.6352160890029953,5193,False
CADEC,Meta-Llama-3-8B-Instruct,random,0.4,0.3649663137632339,0.635033686236766,5193,False
CADEC,Meta-Llama-3-8B-Instruct,random,0.35,0.36534653465346534,0.6346534653465347,5193,False
CADEC,Meta-Llama-3-8B-Instruct,random,0.3,0.36530808729139924,0.6346919127086008,5193,False
CADEC,Meta-Llama-3-8B-Instruct,random,0.25,0.36185527328714395,0.638144726712856,5193,False
CADEC,Meta-Llama-3-8B-Instruct,random,0.2,0.3630895091434071,0.6369104908565929,5193,False
CADEC,Meta-Llama-3-8B-Instruct,random,0.15,0.36456996148908855,0.6354300385109115,5193,False
CADEC,Meta-Llama-3-8B-Instruct,random,0.1,0.3733653846153846,0.6266346153846154,5193,False
CADEC,Mistral-7B-Instruct-v0.1,combined,1.0,0.35700337298064977,0.6429966270193502,5633,False
CADEC,Mistral-7B-Instruct-v0.1,combined,0.95,0.3718236173393124,0.6281763826606876,5633,False
CADEC,Mistral-7B-Instruct-v0.1,combined,0.9,0.3861932938856016,0.6138067061143984,5633,False
CADEC,Mistral-7B-Instruct-v0.1,combined,0.85,0.40091877218626015,0.5990812278137398,5633,False
CADEC,Mistral-7B-Instruct-v0.1,combined,0.8,0.4102507211005103,0.5897492788994897,5633,False
CADEC,Mistral-7B-Instruct-v0.1,combined,0.75,0.42792899408284024,0.5720710059171598,5633,False
CADEC,Mistral-7B-Instruct-v0.1,combined,0.7,0.4368661257606491,0.5631338742393509,5633,False
CADEC,Mistral-7B-Instruct-v0.1,combined,0.65,0.4456581103222283,0.5543418896777716,5633,False
CADEC,Mistral-7B-Instruct-v0.1,combined,0.6,0.46420118343195266,0.5357988165680474,5633,False
CADEC,Mistral-7B-Instruct-v0.1,combined,0.55,0.45563084866085835,0.5443691513391417,5633,False
CADEC,Mistral-7B-Instruct-v0.1,combined,0.5,0.4597089101881434,0.5402910898118566,5633,False
CADEC,Mistral-7B-Instruct-v0.1,combined,0.45,0.4765285996055227,0.5234714003944774,5633,False
CADEC,Mistral-7B-Instruct-v0.1,combined,0.4,0.49778172138420584,0.5022182786157942,5633,False
CADEC,Mistral-7B-Instruct-v0.1,combined,0.35,0.5390466531440162,0.46095334685598377,5633,False
CADEC,Mistral-7B-Instruct-v0.1,combined,0.3,0.5893491124260355,0.4106508875739645,5633,False
CADEC,Mistral-7B-Instruct-v0.1,combined,0.25,0.6330731014904187,0.36692689850958127,5633,False
CADEC,Mistral-7B-Instruct-v0.1,combined,0.2,0.7338065661047027,0.26619343389529726,5633,False
CADEC,Mistral-7B-Instruct-v0.1,combined,0.15,0.7644970414201183,0.23550295857988168,5633,False
CADEC,Mistral-7B-Instruct-v0.1,combined,0.1,0.774822695035461,0.22517730496453903,5633,False
CADEC,Mistral-7B-Instruct-v0.1,combined_3,1.0,0.35700337298064977,0.6429966270193502,5633,False
CADEC,Mistral-7B-Instruct-v0.1,combined_3,0.95,0.3690209267563528,0.6309790732436472,5633,False
CADEC,Mistral-7B-Instruct-v0.1,combined_3,0.9,0.3810650887573965,0.6189349112426035,5633,False
CADEC,Mistral-7B-Instruct-v0.1,combined_3,0.85,0.3825433284610566,0.6174566715389433,5633,False
CADEC,Mistral-7B-Instruct-v0.1,combined_3,0.8,0.3887286443310406,0.6112713556689594,5633,False
CADEC,Mistral-7B-Instruct-v0.1,combined_3,0.75,0.4028402366863905,0.5971597633136094,5633,False
CADEC,Mistral-7B-Instruct-v0.1,combined_3,0.7,0.41886409736308317,0.5811359026369168,5633,False
CADEC,Mistral-7B-Instruct-v0.1,combined_3,0.65,0.4380120152921901,0.56198798470781,5633,False
CADEC,Mistral-7B-Instruct-v0.1,combined_3,0.6,0.4603550295857988,0.5396449704142012,5633,False
CADEC,Mistral-7B-Instruct-v0.1,combined_3,0.55,0.4798322039367538,0.5201677960632463,5633,False
CADEC,Mistral-7B-Instruct-v0.1,combined_3,0.5,0.5015974440894568,0.49840255591054317,5633,False
CADEC,Mistral-7B-Instruct-v0.1,combined_3,0.45,0.5214990138067062,0.47850098619329384,5633,False
CADEC,Mistral-7B-Instruct-v0.1,combined_3,0.4,0.5399290150842946,0.4600709849157054,5633,False
CADEC,Mistral-7B-Instruct-v0.1,combined_3,0.35,0.5765720081135902,0.4234279918864098,5633,False
CADEC,Mistral-7B-Instruct-v0.1,combined_3,0.3,0.6094674556213018,0.3905325443786982,5633,False
CADEC,Mistral-7B-Instruct-v0.1,combined_3,0.25,0.596167494677076,0.40383250532292403,5633,False
CADEC,Mistral-7B-Instruct-v0.1,combined_3,0.2,0.6220053238686779,0.3779946761313221,5633,False
CADEC,Mistral-7B-Instruct-v0.1,combined_3,0.15,0.6473372781065089,0.3526627218934911,5633,False
CADEC,Mistral-7B-Instruct-v0.1,combined_3,0.1,0.6702127659574468,0.32978723404255317,5633,False
CADEC,Mistral-7B-Instruct-v0.1,confidence,1.0,0.35700337298064977,0.6429966270193502,5633,False
CADEC,Mistral-7B-Instruct-v0.1,confidence,0.95,0.3609865470852018,0.6390134529147982,5633,False
CADEC,Mistral-7B-Instruct-v0.1,confidence,0.9,0.36548323471400396,0.634516765285996,5633,False
CADEC,Mistral-7B-Instruct-v0.1,confidence,0.85,0.3664648152015034,0.6335351847984966,5633,False
CADEC,Mistral-7B-Instruct-v0.1,confidence,0.8,0.3734191258043044,0.6265808741956955,5633,False
CADEC,Mistral-7B-Instruct-v0.1,confidence,0.75,0.3850887573964497,0.6149112426035503,5633,False
CADEC,Mistral-7B-Instruct-v0.1,confidence,0.7,0.39426977687626774,0.6057302231237323,5633,False
CADEC,Mistral-7B-Instruct-v0.1,confidence,0.65,0.4109776078645549,0.5890223921354452,5633,False
CADEC,Mistral-7B-Instruct-v0.1,confidence,0.6,0.4275147928994083,0.5724852071005917,5633,False
CADEC,Mistral-7B-Instruct-v0.1,confidence,0.55,0.4527266860277509,0.5472733139722491,5633,False
CADEC,Mistral-7B-Instruct-v0.1,confidence,0.5,0.4827831025914093,0.5172168974085907,5633,False
CADEC,Mistral-7B-Instruct-v0.1,confidence,0.45,0.517948717948718,0.482051282051282,5633,False
CADEC,Mistral-7B-Instruct-v0.1,confidence,0.4,0.5394853593611357,0.46051464063886427,5633,False
CADEC,Mistral-7B-Instruct-v0.1,confidence,0.35,0.5953346855983773,0.4046653144016227,5633,False
CADEC,Mistral-7B-Instruct-v0.1,confidence,0.3,0.6751479289940828,0.3248520710059172,5633,False
CADEC,Mistral-7B-Instruct-v0.1,confidence,0.25,0.751596877217885,0.24840312278211496,5633,False
CADEC,Mistral-7B-Instruct-v0.1,confidence,0.2,0.7515527950310559,0.24844720496894412,5633,False
CADEC,Mistral-7B-Instruct-v0.1,confidence,0.15,0.7585798816568048,0.2414201183431952,5633,False
CADEC,Mistral-7B-Instruct-v0.1,confidence,0.1,0.7588652482269503,0.24113475177304966,5633,False
CADEC,Mistral-7B-Instruct-v0.1,entropy,1.0,0.35700337298064977,0.6429966270193502,5633,False
CADEC,Mistral-7B-Instruct-v0.1,entropy,0.95,0.3716367713004484,0.6283632286995515,5633,False
CADEC,Mistral-7B-Instruct-v0.1,entropy,0.9,0.38461538461538464,0.6153846153846154,5633,False
CADEC,Mistral-7B-Instruct-v0.1,entropy,0.85,0.39590728753393195,0.604092712466068,5633,False
CADEC,Mistral-7B-Instruct-v0.1,entropy,0.8,0.40980696694031504,0.590193033059685,5633,False
CADEC,Mistral-7B-Instruct-v0.1,entropy,0.75,0.4234319526627219,0.5765680473372781,5633,False
CADEC,Mistral-7B-Instruct-v0.1,entropy,0.7,0.43331643002028397,0.566683569979716,5633,False
CADEC,Mistral-7B-Instruct-v0.1,entropy,0.65,0.4451119606772256,0.5548880393227744,5633,False
CADEC,Mistral-7B-Instruct-v0.1,entropy,0.6,0.4502958579881657,0.5497041420118343,5633,False
CADEC,Mistral-7B-Instruct-v0.1,entropy,0.55,0.45466279444982255,0.5453372055501775,5633,False
CADEC,Mistral-7B-Instruct-v0.1,entropy,0.5,0.4625488107916223,0.5374511892083778,5633,False
CADEC,Mistral-7B-Instruct-v0.1,entropy,0.45,0.463905325443787,0.536094674556213,5633,False
CADEC,Mistral-7B-Instruct-v0.1,entropy,0.4,0.46938775510204084,0.5306122448979591,5633,False
CADEC,Mistral-7B-Instruct-v0.1,entropy,0.35,0.4832657200811359,0.5167342799188641,5633,False
CADEC,Mistral-7B-Instruct-v0.1,entropy,0.3,0.48698224852071004,0.51301775147929,5633,False
CADEC,Mistral-7B-Instruct-v0.1,entropy,0.25,0.49751596877217885,0.5024840312278211,5633,False
CADEC,Mistral-7B-Instruct-v0.1,entropy,0.2,0.5004436557231589,0.49955634427684115,5633,False
CADEC,Mistral-7B-Instruct-v0.1,entropy,0.15,0.514792899408284,0.485207100591716,5633,False
CADEC,Mistral-7B-Instruct-v0.1,entropy,0.1,0.5177304964539007,0.4822695035460993,5633,False
CADEC,Mistral-7B-Instruct-v0.1,margin,1.0,0.35700337298064977,0.6429966270193502,5633,False
CADEC,Mistral-7B-Instruct-v0.1,margin,0.95,0.3479073243647235,0.6520926756352765,5633,False
CADEC,Mistral-7B-Instruct-v0.1,margin,0.9,0.3479289940828402,0.6520710059171597,5633,False
CADEC,Mistral-7B-Instruct-v0.1,margin,0.85,0.35560659845479226,0.6443934015452077,5633,False
CADEC,Mistral-7B-Instruct-v0.1,margin,0.8,0.3663190592411804,0.6336809407588195,5633,False
CADEC,Mistral-7B-Instruct-v0.1,margin,0.75,0.37467455621301776,0.6253254437869822,5633,False
CADEC,Mistral-7B-Instruct-v0.1,margin,0.7,0.38640973630831643,0.6135902636916836,5633,False
CADEC,Mistral-7B-Instruct-v0.1,margin,0.65,0.3817586018569088,0.6182413981430912,5633,False
CADEC,Mistral-7B-Instruct-v0.1,margin,0.6,0.3816568047337278,0.6183431952662721,5633,False
CADEC,Mistral-7B-Instruct-v0.1,margin,0.55,0.39270732494353017,0.6072926750564698,5633,False
CADEC,Mistral-7B-Instruct-v0.1,margin,0.5,0.38516151934682286,0.6148384806531771,5633,False
CADEC,Mistral-7B-Instruct-v0.1,margin,0.45,0.4011834319526627,0.5988165680473373,5633,False
CADEC,Mistral-7B-Instruct-v0.1,margin,0.4,0.404170363797693,0.595829636202307,5633,False
CADEC,Mistral-7B-Instruct-v0.1,margin,0.35,0.4193711967545639,0.5806288032454361,5633,False
CADEC,Mistral-7B-Instruct-v0.1,margin,0.3,0.4331360946745562,0.5668639053254438,5633,False
CADEC,Mistral-7B-Instruct-v0.1,margin,0.25,0.4478353442157559,0.5521646557842441,5633,False
CADEC,Mistral-7B-Instruct-v0.1,margin,0.2,0.4551907719609583,0.5448092280390417,5633,False
CADEC,Mistral-7B-Instruct-v0.1,margin,0.15,0.450887573964497,0.5491124260355029,5633,False
CADEC,Mistral-7B-Instruct-v0.1,margin,0.1,0.4308510638297872,0.5691489361702128,5633,False
CADEC,Mistral-7B-Instruct-v0.1,random,1.0,0.35700337298064977,0.6429966270193502,5633,False
CADEC,Mistral-7B-Instruct-v0.1,random,0.95,0.3571188340807175,0.6428811659192826,5633,False
CADEC,Mistral-7B-Instruct-v0.1,random,0.9,0.35727810650887576,0.6427218934911243,5633,False
CADEC,Mistral-7B-Instruct-v0.1,random,0.85,0.3567133013155147,0.6432866986844853,5633,False
CADEC,Mistral-7B-Instruct-v0.1,random,0.8,0.3569003771910361,0.6430996228089638,5633,False
CADEC,Mistral-7B-Instruct-v0.1,random,0.75,0.35676923076923084,0.6432307692307692,5633,False
CADEC,Mistral-7B-Instruct-v0.1,random,0.7,0.3570233265720081,0.6429766734279919,5633,False
CADEC,Mistral-7B-Instruct-v0.1,random,0.65,0.35774167121791367,0.6422583287820863,5633,False
CADEC,Mistral-7B-Instruct-v0.1,random,0.6,0.35877218934911237,0.6412278106508876,5633,False
CADEC,Mistral-7B-Instruct-v0.1,random,0.55,0.35877702484672475,0.6412229751532752,5633,False
CADEC,Mistral-7B-Instruct-v0.1,random,0.5,0.3582002129925453,0.6417997870074548,5633,False
CADEC,Mistral-7B-Instruct-v0.1,random,0.45,0.3587376725838264,0.6412623274161736,5633,False
CADEC,Mistral-7B-Instruct-v0.1,random,0.4,0.3581854480922804,0.6418145519077196,5633,False
CADEC,Mistral-7B-Instruct-v0.1,random,0.35,0.3580628803245436,0.6419371196754564,5633,False
CADEC,Mistral-7B-Instruct-v0.1,random,0.3,0.35804733727810656,0.6419526627218934,5633,False
CADEC,Mistral-7B-Instruct-v0.1,random,0.25,0.35901348474095107,0.6409865152590489,5633,False
CADEC,Mistral-7B-Instruct-v0.1,random,0.2,0.3582963620230701,0.6417036379769299,5633,False
CADEC,Mistral-7B-Instruct-v0.1,random,0.15,0.35686390532544376,0.6431360946745562,5633,False
CADEC,Mistral-7B-Instruct-v0.1,random,0.1,0.35416666666666663,0.6458333333333334,5633,False
CADEC,PubMedBERT,combined,1.0,0.40818486505556534,0.5918151349444347,5669,False
CADEC,PubMedBERT,combined,0.95,0.4296323802450798,0.5703676197549201,5669,False
CADEC,PubMedBERT,combined,0.9,0.4532627865961199,0.5467372134038802,5669,False
CADEC,PubMedBERT,combined,0.85,0.4797675866362316,0.5202324133637684,5669,False
CADEC,PubMedBERT,combined,0.8,0.5092592592592593,0.4907407407407407,5669,False
CADEC,PubMedBERT,combined,0.75,0.5397460018814676,0.4602539981185324,5669,False
CADEC,PubMedBERT,combined,0.7,0.5742000503905266,0.4257999496094734,5669,False
CADEC,PubMedBERT,combined,0.65,0.6146540027137042,0.3853459972862958,5669,False
CADEC,PubMedBERT,combined,0.6,0.6590241034685479,0.3409758965314521,5669,False
CADEC,PubMedBERT,combined,0.55,0.7004490057729313,0.29955099422706866,5669,False
CADEC,PubMedBERT,combined,0.5,0.7167548500881834,0.2832451499118166,5669,False
CADEC,PubMedBERT,combined,0.45,0.737460815047022,0.262539184952978,5669,False
CADEC,PubMedBERT,combined,0.4,0.7495590828924162,0.25044091710758376,5669,False
CADEC,PubMedBERT,combined,0.35,0.7516372795969773,0.24836272040302265,5669,False
CADEC,PubMedBERT,combined,0.3,0.7577895355673133,0.24221046443268668,5669,False
CADEC,PubMedBERT,combined,0.25,0.7538787023977433,0.24612129760225665,5669,False
CADEC,PubMedBERT,combined,0.2,0.763668430335097,0.23633156966490299,5669,False
CADEC,PubMedBERT,combined,0.15,0.7732079905992949,0.2267920094007051,5669,False
CADEC,PubMedBERT,combined,0.1,0.7795414462081128,0.22045855379188717,5669,False
CADEC,PubMedBERT,combined_3,1.0,0.40818486505556534,0.5918151349444347,5669,False
CADEC,PubMedBERT,combined_3,0.95,0.42703304864463426,0.5729669513553657,5669,False
CADEC,PubMedBERT,combined_3,0.9,0.450127376053302,0.549872623946698,5669,False
CADEC,PubMedBERT,combined_3,0.85,0.4749948122017016,0.5250051877982984,5669,False
CADEC,PubMedBERT,combined_3,0.8,0.498015873015873,0.501984126984127,5669,False
CADEC,PubMedBERT,combined_3,0.75,0.5251646284101599,0.4748353715898401,5669,False
CADEC,PubMedBERT,combined_3,0.7,0.5490047871000252,0.4509952128999748,5669,False
CADEC,PubMedBERT,combined_3,0.65,0.576662143826323,0.42333785617367703,5669,False
CADEC,PubMedBERT,combined_3,0.6,0.5972957084068196,0.40270429159318044,5669,False
CADEC,PubMedBERT,combined_3,0.55,0.6100064143681847,0.3899935856318153,5669,False
CADEC,PubMedBERT,combined_3,0.5,0.635626102292769,0.36437389770723105,5669,False
CADEC,PubMedBERT,combined_3,0.45,0.6410658307210031,0.3589341692789969,5669,False
CADEC,PubMedBERT,combined_3,0.4,0.6613756613756614,0.3386243386243386,5669,False
CADEC,PubMedBERT,combined_3,0.35,0.6831234256926952,0.31687657430730476,5669,False
CADEC,PubMedBERT,combined_3,0.3,0.6601998824221046,0.3398001175778954,5669,False
CADEC,PubMedBERT,combined_3,0.25,0.6699576868829337,0.33004231311706633,5669,False
CADEC,PubMedBERT,combined_3,0.2,0.6649029982363316,0.3350970017636684,5669,False
CADEC,PubMedBERT,combined_3,0.15,0.6839012925969448,0.31609870740305523,5669,False
CADEC,PubMedBERT,combined_3,0.1,0.6490299823633157,0.35097001763668434,5669,False
CADEC,PubMedBERT,confidence,1.0,0.40818486505556534,0.5918151349444347,5669,False
CADEC,PubMedBERT,confidence,0.95,0.4296323802450798,0.5703676197549201,5669,False
CADEC,PubMedBERT,confidence,0.9,0.44875563394081913,0.5512443660591808,5669,False
CADEC,PubMedBERT,confidence,0.85,0.4706370616310438,0.5293629383689562,5669,False
CADEC,PubMedBERT,confidence,0.8,0.49757495590828926,0.5024250440917107,5669,False
CADEC,PubMedBERT,confidence,0.75,0.5268109125117592,0.47318908748824084,5669,False
CADEC,PubMedBERT,confidence,0.7,0.5515243134290754,0.4484756865709246,5669,False
CADEC,PubMedBERT,confidence,0.65,0.5674355495251018,0.4325644504748982,5669,False
CADEC,PubMedBERT,confidence,0.6,0.5949441504997061,0.40505584950029394,5669,False
CADEC,PubMedBERT,confidence,0.55,0.6250801796023092,0.3749198203976908,5669,False
CADEC,PubMedBERT,confidence,0.5,0.6462081128747795,0.35379188712522047,5669,False
CADEC,PubMedBERT,confidence,0.45,0.6806426332288401,0.3193573667711599,5669,False
CADEC,PubMedBERT,confidence,0.4,0.6865079365079365,0.3134920634920635,5669,False
CADEC,PubMedBERT,confidence,0.35,0.7073047858942065,0.29269521410579347,5669,False
CADEC,PubMedBERT,confidence,0.3,0.7166372721928278,0.2833627278071722,5669,False
CADEC,PubMedBERT,confidence,0.25,0.7270803949224259,0.27291960507757407,5669,False
CADEC,PubMedBERT,confidence,0.2,0.7372134038800705,0.2627865961199295,5669,False
CADEC,PubMedBERT,confidence,0.15,0.7473560517038778,0.25264394829612224,5669,False
CADEC,PubMedBERT,confidence,0.1,0.7760141093474426,0.22398589065255736,5669,False
CADEC,PubMedBERT,entropy,1.0,0.40818486505556534,0.5918151349444347,5669,False
CADEC,PubMedBERT,entropy,0.95,0.4296323802450798,0.5703676197549201,5669,False
CADEC,PubMedBERT,entropy,0.9,0.4534587497550461,0.5465412502449539,5669,False
CADEC,PubMedBERT,entropy,0.85,0.4797675866362316,0.5202324133637684,5669,False
CADEC,PubMedBERT,entropy,0.8,0.5088183421516755,0.49118165784832446,5669,False
CADEC,PubMedBERT,entropy,0.75,0.5397460018814676,0.4602539981185324,5669,False
CADEC,PubMedBERT,entropy,0.7,0.5739480977576216,0.42605190224237843,5669,False
CADEC,PubMedBERT,entropy,0.65,0.6138398914518317,0.3861601085481683,5669,False
CADEC,PubMedBERT,entropy,0.6,0.6434450323339213,0.35655496766607875,5669,False
CADEC,PubMedBERT,entropy,0.55,0.6484926234765875,0.35150737652341246,5669,False
CADEC,PubMedBERT,entropy,0.5,0.6518518518518519,0.3481481481481481,5669,False
CADEC,PubMedBERT,entropy,0.45,0.6504702194357367,0.3495297805642633,5669,False
CADEC,PubMedBERT,entropy,0.4,0.6574074074074074,0.34259259259259256,5669,False
CADEC,PubMedBERT,entropy,0.35,0.6594458438287154,0.3405541561712846,5669,False
CADEC,PubMedBERT,entropy,0.3,0.6654908877131099,0.33450911228689006,5669,False
CADEC,PubMedBERT,entropy,0.25,0.6650211565585331,0.3349788434414669,5669,False
CADEC,PubMedBERT,entropy,0.2,0.6578483245149912,0.3421516754850088,5669,False
CADEC,PubMedBERT,entropy,0.15,0.6686251468860165,0.3313748531139835,5669,False
CADEC,PubMedBERT,entropy,0.1,0.6790123456790124,0.32098765432098764,5669,False
CADEC,PubMedBERT,margin,1.0,0.40818486505556534,0.5918151349444347,5669,False
CADEC,PubMedBERT,margin,0.95,0.3973264017823988,0.6026735982176012,5669,False
CADEC,PubMedBERT,margin,0.9,0.385851459925534,0.614148540074466,5669,False
CADEC,PubMedBERT,margin,0.85,0.3596181780452376,0.6403818219547623,5669,False
CADEC,PubMedBERT,margin,0.8,0.3421516754850088,0.6578483245149912,5669,False
CADEC,PubMedBERT,margin,0.75,0.3269049858889934,0.6730950141110066,5669,False
CADEC,PubMedBERT,margin,0.7,0.309145880574452,0.690854119425548,5669,False
CADEC,PubMedBERT,margin,0.65,0.29877883310719133,0.7012211668928087,5669,False
CADEC,PubMedBERT,margin,0.6,0.29717813051146386,0.7028218694885362,5669,False
