dataset,model,signal,coverage,selective_accuracy,risk,n,small_n
CADEC,BioMistral-7B,margin,0.3,0.24676089517078917,0.7532391048292109,5658,False
CADEC,BioMistral-7B,margin,0.25,0.24876325088339224,0.7512367491166078,5658,False
CADEC,BioMistral-7B,margin,0.2,0.24911660777385158,0.7508833922261484,5658,False
CADEC,BioMistral-7B,margin,0.15,0.23439340400471143,0.7656065959952886,5658,False
CADEC,BioMistral-7B,margin,0.1,0.22968197879858657,0.7703180212014135,5658,False
CADEC,BioMistral-7B,random,1.0,0.244079179922234,0.7559208200777661,5658,False
CADEC,BioMistral-7B,random,0.95,0.24443824404761907,0.755561755952381,5658,False
CADEC,BioMistral-7B,random,0.9,0.2438248576477518,0.7561751423522483,5658,False
CADEC,BioMistral-7B,random,0.85,0.24392931392931394,0.7560706860706861,5658,False
CADEC,BioMistral-7B,random,0.8,0.24356085707974376,0.7564391429202563,5658,False
CADEC,BioMistral-7B,random,0.75,0.24331998114985867,0.7566800188501414,5658,False
CADEC,BioMistral-7B,random,0.7,0.2428805857106791,0.757119414289321,5658,False
CADEC,BioMistral-7B,random,0.65,0.24312126155519304,0.756878738444807,5658,False
CADEC,BioMistral-7B,random,0.6,0.2427245949926362,0.7572754050073638,5658,False
CADEC,BioMistral-7B,random,0.55,0.2436535989717224,0.7563464010282777,5658,False
CADEC,BioMistral-7B,random,0.5,0.24300106044538702,0.756998939554613,5658,False
CADEC,BioMistral-7B,random,0.45,0.24216725559481747,0.7578327444051826,5658,False
CADEC,BioMistral-7B,random,0.4,0.2426899293286219,0.7573100706713781,5658,False
CADEC,BioMistral-7B,random,0.35,0.2418727915194346,0.7581272084805654,5658,False
CADEC,BioMistral-7B,random,0.3,0.24125441696113073,0.7587455830388693,5658,False
CADEC,BioMistral-7B,random,0.25,0.23929328621908125,0.7607067137809187,5658,False
CADEC,BioMistral-7B,random,0.2,0.24156360424028267,0.7584363957597173,5658,False
CADEC,BioMistral-7B,random,0.15,0.2418727915194346,0.7581272084805654,5658,False
CADEC,BioMistral-7B,random,0.1,0.2394876325088339,0.7605123674911661,5658,False
CADEC,FLAN-T5-base,combined,1.0,0.20518701482004234,0.7948129851799577,5668,False
CADEC,FLAN-T5-base,combined,0.95,0.21188486536675952,0.7881151346332405,5668,False
CADEC,FLAN-T5-base,combined,0.9,0.2159937279498236,0.7840062720501764,5668,False
CADEC,FLAN-T5-base,combined,0.85,0.21814030718140306,0.7818596928185969,5668,False
CADEC,FLAN-T5-base,combined,0.8,0.22513781697905183,0.7748621830209481,5668,False
CADEC,FLAN-T5-base,combined,0.75,0.22912255939778875,0.7708774406022112,5668,False
CADEC,FLAN-T5-base,combined,0.7,0.2313508064516129,0.7686491935483871,5668,False
CADEC,FLAN-T5-base,combined,0.65,0.2390773405698779,0.7609226594301222,5668,False
CADEC,FLAN-T5-base,combined,0.6,0.24728021170244047,0.7527197882975596,5668,False
CADEC,FLAN-T5-base,combined,0.55,0.25240538806927515,0.7475946119307249,5668,False
CADEC,FLAN-T5-base,combined,0.5,0.26146788990825687,0.7385321100917431,5668,False
CADEC,FLAN-T5-base,combined,0.45,0.26421011368090946,0.7357898863190906,5668,False
CADEC,FLAN-T5-base,combined,0.4,0.26322751322751325,0.7367724867724867,5668,False
CADEC,FLAN-T5-base,combined,0.35,0.2620967741935484,0.7379032258064516,5668,False
CADEC,FLAN-T5-base,combined,0.3,0.26161081716637274,0.7383891828336273,5668,False
CADEC,FLAN-T5-base,combined,0.25,0.25335215243472126,0.7466478475652787,5668,False
CADEC,FLAN-T5-base,combined,0.2,0.26278659611992944,0.7372134038800706,5668,False
CADEC,FLAN-T5-base,combined,0.15,0.29494712103407755,0.7050528789659225,5668,False
CADEC,FLAN-T5-base,combined,0.1,0.328042328042328,0.671957671957672,5668,False
CADEC,FLAN-T5-base,combined_3,1.0,0.20518701482004234,0.7948129851799577,5668,False
CADEC,FLAN-T5-base,combined_3,0.95,0.20984215413184773,0.7901578458681523,5668,False
CADEC,FLAN-T5-base,combined_3,0.9,0.21618972951783613,0.7838102704821639,5668,False
CADEC,FLAN-T5-base,combined_3,0.85,0.22125363221253633,0.7787463677874636,5668,False
CADEC,FLAN-T5-base,combined_3,0.8,0.22756339581036383,0.7724366041896362,5668,False
CADEC,FLAN-T5-base,combined_3,0.75,0.23429781227946367,0.7657021877205363,5668,False
CADEC,FLAN-T5-base,combined_3,0.7,0.23765120967741934,0.7623487903225806,5668,False
CADEC,FLAN-T5-base,combined_3,0.65,0.2417910447761194,0.7582089552238807,5668,False
CADEC,FLAN-T5-base,combined_3,0.6,0.25051455454278154,0.7494854454572184,5668,False
CADEC,FLAN-T5-base,combined_3,0.55,0.2584990378447723,0.7415009621552278,5668,False
CADEC,FLAN-T5-base,combined_3,0.5,0.2642907551164432,0.7357092448835568,5668,False
CADEC,FLAN-T5-base,combined_3,0.45,0.2834182673461388,0.7165817326538613,5668,False
CADEC,FLAN-T5-base,combined_3,0.4,0.2940917107583774,0.7059082892416226,5668,False
CADEC,FLAN-T5-base,combined_3,0.35,0.3004032258064516,0.6995967741935484,5668,False
CADEC,FLAN-T5-base,combined_3,0.3,0.31922398589065254,0.6807760141093475,5668,False
CADEC,FLAN-T5-base,combined_3,0.25,0.3352152434721242,0.6647847565278757,5668,False
CADEC,FLAN-T5-base,combined_3,0.2,0.36243386243386244,0.6375661375661376,5668,False
CADEC,FLAN-T5-base,combined_3,0.15,0.41245593419506466,0.5875440658049353,5668,False
CADEC,FLAN-T5-base,combined_3,0.1,0.42504409171075835,0.5749559082892417,5668,False
CADEC,FLAN-T5-base,confidence,1.0,0.20518701482004234,0.7948129851799577,5668,False
CADEC,FLAN-T5-base,confidence,0.95,0.20724233983286908,0.7927576601671309,5668,False
CADEC,FLAN-T5-base,confidence,0.9,0.20560564484515875,0.7943943551548412,5668,False
CADEC,FLAN-T5-base,confidence,0.85,0.20672478206724781,0.7932752179327522,5668,False
CADEC,FLAN-T5-base,confidence,0.8,0.20661521499448732,0.7933847850055127,5668,False
CADEC,FLAN-T5-base,confidence,0.75,0.208656786638438,0.791343213361562,5668,False
CADEC,FLAN-T5-base,confidence,0.7,0.21018145161290322,0.7898185483870968,5668,False
CADEC,FLAN-T5-base,confidence,0.65,0.2130257801899593,0.7869742198100407,5668,False
CADEC,FLAN-T5-base,confidence,0.6,0.2149367832990297,0.7850632167009703,5668,False
CADEC,FLAN-T5-base,confidence,0.55,0.21648492623476587,0.7835150737652341,5668,False
CADEC,FLAN-T5-base,confidence,0.5,0.21594918842625266,0.7840508115737473,5668,False
CADEC,FLAN-T5-base,confidence,0.45,0.21481771854174833,0.7851822814582516,5668,False
CADEC,FLAN-T5-base,confidence,0.4,0.21340388007054673,0.7865961199294533,5668,False
CADEC,FLAN-T5-base,confidence,0.35,0.23084677419354838,0.7691532258064516,5668,False
CADEC,FLAN-T5-base,confidence,0.3,0.25044091710758376,0.7495590828924162,5668,False
CADEC,FLAN-T5-base,confidence,0.25,0.2646436132674665,0.7353563867325335,5668,False
CADEC,FLAN-T5-base,confidence,0.2,0.291005291005291,0.7089947089947091,5668,False
CADEC,FLAN-T5-base,confidence,0.15,0.33490011750881316,0.6650998824911869,5668,False
CADEC,FLAN-T5-base,confidence,0.1,0.4144620811287478,0.5855379188712522,5668,False
CADEC,FLAN-T5-base,entropy,1.0,0.20518701482004234,0.7948129851799577,5668,False
CADEC,FLAN-T5-base,entropy,0.95,0.21039925719591457,0.7896007428040854,5668,False
CADEC,FLAN-T5-base,entropy,0.9,0.21540572324578597,0.784594276754214,5668,False
CADEC,FLAN-T5-base,entropy,0.85,0.21834786218347862,0.7816521378165213,5668,False
CADEC,FLAN-T5-base,entropy,0.8,0.22425578831312018,0.7757442116868798,5668,False
CADEC,FLAN-T5-base,entropy,0.75,0.22841684309574217,0.7715831569042578,5668,False
CADEC,FLAN-T5-base,entropy,0.7,0.2313508064516129,0.7686491935483871,5668,False
CADEC,FLAN-T5-base,entropy,0.65,0.2407055630936228,0.7592944369063772,5668,False
CADEC,FLAN-T5-base,entropy,0.6,0.24669214936783299,0.753307850632167,5668,False
CADEC,FLAN-T5-base,entropy,0.55,0.25465041693393203,0.7453495830660679,5668,False
CADEC,FLAN-T5-base,entropy,0.5,0.25864502470007056,0.7413549752999294,5668,False
CADEC,FLAN-T5-base,entropy,0.45,0.2618580948647589,0.7381419051352411,5668,False
CADEC,FLAN-T5-base,entropy,0.4,0.2724867724867725,0.7275132275132274,5668,False
CADEC,FLAN-T5-base,entropy,0.35,0.2762096774193548,0.7237903225806452,5668,False
CADEC,FLAN-T5-base,entropy,0.3,0.2857142857142857,0.7142857142857143,5668,False
CADEC,FLAN-T5-base,entropy,0.25,0.28722653493295697,0.712773465067043,5668,False
CADEC,FLAN-T5-base,entropy,0.2,0.2980599647266314,0.7019400352733687,5668,False
CADEC,FLAN-T5-base,entropy,0.15,0.3078730904817861,0.6921269095182139,5668,False
CADEC,FLAN-T5-base,entropy,0.1,0.31922398589065254,0.6807760141093475,5668,False
CADEC,FLAN-T5-base,margin,1.0,0.20518701482004234,0.7948129851799577,5668,False
CADEC,FLAN-T5-base,margin,0.95,0.20817084493964716,0.7918291550603529,5668,False
CADEC,FLAN-T5-base,margin,0.9,0.2142297138377107,0.7857702861622893,5668,False
CADEC,FLAN-T5-base,margin,0.85,0.22063096720630967,0.7793690327936903,5668,False
CADEC,FLAN-T5-base,margin,0.8,0.22910694597574421,0.7708930540242558,5668,False
CADEC,FLAN-T5-base,margin,0.75,0.22959303693248648,0.7704069630675136,5668,False
CADEC,FLAN-T5-base,margin,0.7,0.23311491935483872,0.7668850806451613,5668,False
CADEC,FLAN-T5-base,margin,0.65,0.23310719131614654,0.7668928086838535,5668,False
CADEC,FLAN-T5-base,margin,0.6,0.22993237283152015,0.7700676271684799,5668,False
CADEC,FLAN-T5-base,margin,0.55,0.23444515715202052,0.7655548428479795,5668,False
CADEC,FLAN-T5-base,margin,0.5,0.24064925899788286,0.7593507410021172,5668,False
CADEC,FLAN-T5-base,margin,0.45,0.253234025872207,0.746765974127793,5668,False
CADEC,FLAN-T5-base,margin,0.4,0.2641093474426808,0.7358906525573192,5668,False
CADEC,FLAN-T5-base,margin,0.35,0.2752016129032258,0.7247983870967742,5668,False
CADEC,FLAN-T5-base,margin,0.3,0.27983539094650206,0.7201646090534979,5668,False
CADEC,FLAN-T5-base,margin,0.25,0.2956951305575159,0.704304869442484,5668,False
CADEC,FLAN-T5-base,margin,0.2,0.31305114638447973,0.6869488536155203,5668,False
CADEC,FLAN-T5-base,margin,0.15,0.28672150411280845,0.7132784958871916,5668,False
CADEC,FLAN-T5-base,margin,0.1,0.2804232804232804,0.7195767195767195,5668,False
CADEC,FLAN-T5-base,random,1.0,0.20518701482004237,0.7948129851799577,5668,False
CADEC,FLAN-T5-base,random,0.95,0.20560817084493963,0.7943918291550603,5668,False
CADEC,FLAN-T5-base,random,0.9,0.20538024304194433,0.7946197569580556,5668,False
CADEC,FLAN-T5-base,random,0.85,0.20539643005396427,0.7946035699460358,5668,False
CADEC,FLAN-T5-base,random,0.8,0.20563395810363838,0.7943660418963616,5668,False
CADEC,FLAN-T5-base,random,0.75,0.20546930134086097,0.7945306986591391,5668,False
CADEC,FLAN-T5-base,random,0.7,0.2055821572580645,0.7944178427419355,5668,False
CADEC,FLAN-T5-base,random,0.65,0.20567164179104477,0.7943283582089552,5668,False
CADEC,FLAN-T5-base,random,0.6,0.20577771243751836,0.7942222875624816,5668,False
CADEC,FLAN-T5-base,random,0.55,0.20607761385503526,0.7939223861449647,5668,False
CADEC,FLAN-T5-base,random,0.5,0.20587508821453776,0.7941249117854623,5668,False
CADEC,FLAN-T5-base,random,0.45,0.2059388475107801,0.7940611524892199,5668,False
CADEC,FLAN-T5-base,random,0.4,0.2058862433862434,0.7941137566137566,5668,False
CADEC,FLAN-T5-base,random,0.35,0.2044102822580645,0.7955897177419355,5668,False
CADEC,FLAN-T5-base,random,0.3,0.20358612580834806,0.796413874191652,5668,False
CADEC,FLAN-T5-base,random,0.25,0.20324629498941427,0.7967537050105857,5668,False
CADEC,FLAN-T5-base,random,0.2,0.20401234567901233,0.7959876543209876,5668,False
CADEC,FLAN-T5-base,random,0.15,0.20023501762632195,0.7997649823736781,5668,False
CADEC,FLAN-T5-base,random,0.1,0.20432098765432097,0.7956790123456791,5668,False
CADEC,Llama3-OpenBioLLM-8B,combined,1.0,0.3562231759656652,0.6437768240343348,233,True
CADEC,Llama3-OpenBioLLM-8B,combined,0.95,0.3738738738738739,0.6261261261261262,233,True
CADEC,Llama3-OpenBioLLM-8B,combined,0.9,0.3904761904761905,0.6095238095238096,233,True
CADEC,Llama3-OpenBioLLM-8B,combined,0.85,0.4120603015075377,0.5879396984924623,233,True
CADEC,Llama3-OpenBioLLM-8B,combined,0.8,0.4385026737967914,0.5614973262032086,233,True
CADEC,Llama3-OpenBioLLM-8B,combined,0.75,0.46285714285714286,0.5371428571428571,233,True
CADEC,Llama3-OpenBioLLM-8B,combined,0.7,0.49390243902439024,0.5060975609756098,233,True
CADEC,Llama3-OpenBioLLM-8B,combined,0.65,0.5328947368421053,0.4671052631578947,233,True
CADEC,Llama3-OpenBioLLM-8B,combined,0.6,0.5714285714285714,0.4285714285714286,233,True
CADEC,Llama3-OpenBioLLM-8B,combined,0.55,0.6124031007751938,0.3875968992248062,233,True
CADEC,Llama3-OpenBioLLM-8B,combined,0.5,0.6495726495726496,0.3504273504273504,233,True
CADEC,Llama3-OpenBioLLM-8B,combined,0.45,0.7047619047619048,0.2952380952380952,233,True
CADEC,Llama3-OpenBioLLM-8B,combined,0.4,0.6914893617021277,0.3085106382978723,233,True
CADEC,Llama3-OpenBioLLM-8B,combined,0.35,0.6951219512195121,0.30487804878048785,233,True
CADEC,Llama3-OpenBioLLM-8B,combined,0.3,0.7142857142857143,0.2857142857142857,233,True
CADEC,Llama3-OpenBioLLM-8B,combined,0.25,0.7288135593220338,0.27118644067796616,233,True
CADEC,Llama3-OpenBioLLM-8B,combined,0.2,0.7659574468085106,0.23404255319148937,233,True
CADEC,Llama3-OpenBioLLM-8B,combined,0.15,0.7714285714285715,0.22857142857142854,233,True
CADEC,Llama3-OpenBioLLM-8B,combined,0.1,0.75,0.25,233,True
CADEC,Llama3-OpenBioLLM-8B,combined_3,1.0,0.3562231759656652,0.6437768240343348,233,True
CADEC,Llama3-OpenBioLLM-8B,combined_3,0.95,0.3738738738738739,0.6261261261261262,233,True
CADEC,Llama3-OpenBioLLM-8B,combined_3,0.9,0.3952380952380952,0.6047619047619048,233,True
CADEC,Llama3-OpenBioLLM-8B,combined_3,0.85,0.41708542713567837,0.5829145728643217,233,True
CADEC,Llama3-OpenBioLLM-8B,combined_3,0.8,0.4385026737967914,0.5614973262032086,233,True
CADEC,Llama3-OpenBioLLM-8B,combined_3,0.75,0.4685714285714286,0.5314285714285714,233,True
CADEC,Llama3-OpenBioLLM-8B,combined_3,0.7,0.5,0.5,233,True
CADEC,Llama3-OpenBioLLM-8B,combined_3,0.65,0.5394736842105263,0.4605263157894737,233,True
CADEC,Llama3-OpenBioLLM-8B,combined_3,0.6,0.5785714285714286,0.4214285714285714,233,True
CADEC,Llama3-OpenBioLLM-8B,combined_3,0.55,0.6201550387596899,0.3798449612403101,233,True
CADEC,Llama3-OpenBioLLM-8B,combined_3,0.5,0.6752136752136753,0.32478632478632474,233,True
CADEC,Llama3-OpenBioLLM-8B,combined_3,0.45,0.6952380952380952,0.3047619047619048,233,True
CADEC,Llama3-OpenBioLLM-8B,combined_3,0.4,0.7021276595744681,0.2978723404255319,233,True
CADEC,Llama3-OpenBioLLM-8B,combined_3,0.35,0.7073170731707317,0.29268292682926833,233,True
CADEC,Llama3-OpenBioLLM-8B,combined_3,0.3,0.7142857142857143,0.2857142857142857,233,True
CADEC,Llama3-OpenBioLLM-8B,combined_3,0.25,0.7288135593220338,0.27118644067796616,233,True
CADEC,Llama3-OpenBioLLM-8B,combined_3,0.2,0.7446808510638298,0.25531914893617025,233,True
CADEC,Llama3-OpenBioLLM-8B,combined_3,0.15,0.7428571428571429,0.2571428571428571,233,True
CADEC,Llama3-OpenBioLLM-8B,combined_3,0.1,0.75,0.25,233,True
CADEC,Llama3-OpenBioLLM-8B,confidence,1.0,0.3562231759656652,0.6437768240343348,233,True
CADEC,Llama3-OpenBioLLM-8B,confidence,0.95,0.36936936936936937,0.6306306306306306,233,True
CADEC,Llama3-OpenBioLLM-8B,confidence,0.9,0.38095238095238093,0.6190476190476191,233,True
CADEC,Llama3-OpenBioLLM-8B,confidence,0.85,0.4020100502512563,0.5979899497487438,233,True
CADEC,Llama3-OpenBioLLM-8B,confidence,0.8,0.42245989304812837,0.5775401069518716,233,True
CADEC,Llama3-OpenBioLLM-8B,confidence,0.75,0.4514285714285714,0.5485714285714286,233,True
CADEC,Llama3-OpenBioLLM-8B,confidence,0.7,0.4817073170731707,0.5182926829268293,233,True
CADEC,Llama3-OpenBioLLM-8B,confidence,0.65,0.5197368421052632,0.48026315789473684,233,True
CADEC,Llama3-OpenBioLLM-8B,confidence,0.6,0.5642857142857143,0.4357142857142857,233,True
CADEC,Llama3-OpenBioLLM-8B,confidence,0.55,0.6124031007751938,0.3875968992248062,233,True
CADEC,Llama3-OpenBioLLM-8B,confidence,0.5,0.6752136752136753,0.32478632478632474,233,True
CADEC,Llama3-OpenBioLLM-8B,confidence,0.45,0.6952380952380952,0.3047619047619048,233,True
CADEC,Llama3-OpenBioLLM-8B,confidence,0.4,0.6914893617021277,0.3085106382978723,233,True
CADEC,Llama3-OpenBioLLM-8B,confidence,0.35,0.6951219512195121,0.30487804878048785,233,True
CADEC,Llama3-OpenBioLLM-8B,confidence,0.3,0.7285714285714285,0.27142857142857146,233,True
CADEC,Llama3-OpenBioLLM-8B,confidence,0.25,0.7288135593220338,0.27118644067796616,233,True
CADEC,Llama3-OpenBioLLM-8B,confidence,0.2,0.7872340425531915,0.21276595744680848,233,True
CADEC,Llama3-OpenBioLLM-8B,confidence,0.15,0.7428571428571429,0.2571428571428571,233,True
CADEC,Llama3-OpenBioLLM-8B,confidence,0.1,0.7083333333333334,0.29166666666666663,233,True
CADEC,Llama3-OpenBioLLM-8B,entropy,1.0,0.3562231759656652,0.6437768240343348,233,True
CADEC,Llama3-OpenBioLLM-8B,entropy,0.95,0.36936936936936937,0.6306306306306306,233,True
CADEC,Llama3-OpenBioLLM-8B,entropy,0.9,0.3904761904761905,0.6095238095238096,233,True
CADEC,Llama3-OpenBioLLM-8B,entropy,0.85,0.4120603015075377,0.5879396984924623,233,True
CADEC,Llama3-OpenBioLLM-8B,entropy,0.8,0.4385026737967914,0.5614973262032086,233,True
CADEC,Llama3-OpenBioLLM-8B,entropy,0.75,0.4685714285714286,0.5314285714285714,233,True
CADEC,Llama3-OpenBioLLM-8B,entropy,0.7,0.49390243902439024,0.5060975609756098,233,True
CADEC,Llama3-OpenBioLLM-8B,entropy,0.65,0.5328947368421053,0.4671052631578947,233,True
CADEC,Llama3-OpenBioLLM-8B,entropy,0.6,0.5714285714285714,0.4285714285714286,233,True
CADEC,Llama3-OpenBioLLM-8B,entropy,0.55,0.6046511627906976,0.39534883720930236,233,True
CADEC,Llama3-OpenBioLLM-8B,entropy,0.5,0.6495726495726496,0.3504273504273504,233,True
CADEC,Llama3-OpenBioLLM-8B,entropy,0.45,0.7047619047619048,0.2952380952380952,233,True
CADEC,Llama3-OpenBioLLM-8B,entropy,0.4,0.6914893617021277,0.3085106382978723,233,True
CADEC,Llama3-OpenBioLLM-8B,entropy,0.35,0.6829268292682927,0.31707317073170727,233,True
CADEC,Llama3-OpenBioLLM-8B,entropy,0.3,0.7142857142857143,0.2857142857142857,233,True
CADEC,Llama3-OpenBioLLM-8B,entropy,0.25,0.6949152542372882,0.30508474576271183,233,True
CADEC,Llama3-OpenBioLLM-8B,entropy,0.2,0.723404255319149,0.276595744680851,233,True
CADEC,Llama3-OpenBioLLM-8B,entropy,0.15,0.7142857142857143,0.2857142857142857,233,True
CADEC,Llama3-OpenBioLLM-8B,entropy,0.1,0.7083333333333334,0.29166666666666663,233,True
CADEC,Llama3-OpenBioLLM-8B,margin,1.0,0.3562231759656652,0.6437768240343348,233,True
CADEC,Llama3-OpenBioLLM-8B,margin,0.95,0.36936936936936937,0.6306306306306306,233,True
CADEC,Llama3-OpenBioLLM-8B,margin,0.9,0.3904761904761905,0.6095238095238096,233,True
CADEC,Llama3-OpenBioLLM-8B,margin,0.85,0.4120603015075377,0.5879396984924623,233,True
CADEC,Llama3-OpenBioLLM-8B,margin,0.8,0.4385026737967914,0.5614973262032086,233,True
CADEC,Llama3-OpenBioLLM-8B,margin,0.75,0.46285714285714286,0.5371428571428571,233,True
CADEC,Llama3-OpenBioLLM-8B,margin,0.7,0.47560975609756095,0.524390243902439,233,True
CADEC,Llama3-OpenBioLLM-8B,margin,0.65,0.5,0.5,233,True
CADEC,Llama3-OpenBioLLM-8B,margin,0.6,0.5357142857142857,0.4642857142857143,233,True
CADEC,Llama3-OpenBioLLM-8B,margin,0.55,0.5813953488372093,0.41860465116279066,233,True
CADEC,Llama3-OpenBioLLM-8B,margin,0.5,0.6324786324786325,0.36752136752136755,233,True
CADEC,Llama3-OpenBioLLM-8B,margin,0.45,0.6666666666666666,0.33333333333333337,233,True
CADEC,Llama3-OpenBioLLM-8B,margin,0.4,0.648936170212766,0.35106382978723405,233,True
CADEC,Llama3-OpenBioLLM-8B,margin,0.35,0.6829268292682927,0.31707317073170727,233,True
CADEC,Llama3-OpenBioLLM-8B,margin,0.3,0.6714285714285714,0.3285714285714286,233,True
CADEC,Llama3-OpenBioLLM-8B,margin,0.25,0.6949152542372882,0.30508474576271183,233,True
CADEC,Llama3-OpenBioLLM-8B,margin,0.2,0.7021276595744681,0.2978723404255319,233,True
CADEC,Llama3-OpenBioLLM-8B,margin,0.15,0.6285714285714286,0.37142857142857144,233,True
CADEC,Llama3-OpenBioLLM-8B,margin,0.1,0.625,0.375,233,True
CADEC,Llama3-OpenBioLLM-8B,random,1.0,0.3562231759656652,0.6437768240343348,233,True
CADEC,Llama3-OpenBioLLM-8B,random,0.95,0.35495495495495494,0.6450450450450451,233,True
CADEC,Llama3-OpenBioLLM-8B,random,0.9,0.3526190476190475,0.6473809523809525,233,True
CADEC,Llama3-OpenBioLLM-8B,random,0.85,0.3522613065326633,0.6477386934673367,233,True
CADEC,Llama3-OpenBioLLM-8B,random,0.8,0.35320855614973257,0.6467914438502674,233,True
CADEC,Llama3-OpenBioLLM-8B,random,0.75,0.352,0.648,233,True
CADEC,Llama3-OpenBioLLM-8B,random,0.7,0.34695121951219515,0.6530487804878049,233,True
CADEC,Llama3-OpenBioLLM-8B,random,0.65,0.34638157894736843,0.6536184210526316,233,True
CADEC,Llama3-OpenBioLLM-8B,random,0.6,0.3446428571428571,0.655357142857143,233,True
CADEC,Llama3-OpenBioLLM-8B,random,0.55,0.341860465116279,0.658139534883721,233,True
CADEC,Llama3-OpenBioLLM-8B,random,0.5,0.3431623931623931,0.656837606837607,233,True
CADEC,Llama3-OpenBioLLM-8B,random,0.45,0.3447619047619047,0.6552380952380953,233,True
CADEC,Llama3-OpenBioLLM-8B,random,0.4,0.3478723404255319,0.652127659574468,233,True
CADEC,Llama3-OpenBioLLM-8B,random,0.35,0.3475609756097561,0.6524390243902439,233,True
CADEC,Llama3-OpenBioLLM-8B,random,0.3,0.3471428571428571,0.6528571428571429,233,True
CADEC,Llama3-OpenBioLLM-8B,random,0.25,0.34237288135593225,0.6576271186440678,233,True
CADEC,Llama3-OpenBioLLM-8B,random,0.2,0.3404255319148936,0.6595744680851063,233,True
CADEC,Llama3-OpenBioLLM-8B,random,0.15,0.33714285714285713,0.6628571428571428,233,True
CADEC,Llama3-OpenBioLLM-8B,random,0.1,0.3479166666666666,0.6520833333333333,233,True
CADEC,Meta-Llama-3-8B-Instruct,combined,1.0,0.3652994415559407,0.6347005584440593,5193,False
CADEC,Meta-Llama-3-8B-Instruct,combined,0.95,0.38406972030806646,0.6159302796919335,5193,False
CADEC,Meta-Llama-3-8B-Instruct,combined,0.9,0.4045785194694052,0.5954214805305948,5193,False
CADEC,Meta-Llama-3-8B-Instruct,combined,0.85,0.4271800679501699,0.5728199320498302,5193,False
CADEC,Meta-Llama-3-8B-Instruct,combined,0.8,0.45246690734055356,0.5475330926594464,5193,False
CADEC,Meta-Llama-3-8B-Instruct,combined,0.75,0.48010269576379977,0.5198973042362003,5193,False
CADEC,Meta-Llama-3-8B-Instruct,combined,0.7,0.5071507150715071,0.4928492849284929,5193,False
CADEC,Meta-Llama-3-8B-Instruct,combined,0.65,0.5462085308056872,0.4537914691943128,5193,False
CADEC,Meta-Llama-3-8B-Instruct,combined,0.6,0.5914634146341463,0.4085365853658537,5193,False
CADEC,Meta-Llama-3-8B-Instruct,combined,0.55,0.6307315365768288,0.3692684634231712,5193,False
CADEC,Meta-Llama-3-8B-Instruct,combined,0.5,0.6842510589141317,0.31574894108586826,5193,False
CADEC,Meta-Llama-3-8B-Instruct,combined,0.45,0.725716730851519,0.274283269148481,5193,False
CADEC,Meta-Llama-3-8B-Instruct,combined,0.4,0.7276227141482194,0.27237728585178056,5193,False
CADEC,Meta-Llama-3-8B-Instruct,combined,0.35,0.7255225522552256,0.27447744774477445,5193,False
CADEC,Meta-Llama-3-8B-Instruct,combined,0.3,0.7284980744544287,0.2715019255455713,5193,False
CADEC,Meta-Llama-3-8B-Instruct,combined,0.25,0.7359507313317937,0.2640492686682063,5193,False
CADEC,Meta-Llama-3-8B-Instruct,combined,0.2,0.7439846005774784,0.2560153994225216,5193,False
CADEC,Meta-Llama-3-8B-Instruct,combined,0.15,0.7291399229781772,0.2708600770218228,5193,False
CADEC,Meta-Llama-3-8B-Instruct,combined,0.1,0.7519230769230769,0.24807692307692308,5193,False
CADEC,Meta-Llama-3-8B-Instruct,combined_3,1.0,0.3652994415559407,0.6347005584440593,5193,False
CADEC,Meta-Llama-3-8B-Instruct,combined_3,0.95,0.38406972030806646,0.6159302796919335,5193,False
CADEC,Meta-Llama-3-8B-Instruct,combined_3,0.9,0.40479246897732135,0.5952075310226786,5193,False
CADEC,Meta-Llama-3-8B-Instruct,combined_3,0.85,0.42785956964892413,0.5721404303510759,5193,False
CADEC,Meta-Llama-3-8B-Instruct,combined_3,0.8,0.45391095066185316,0.5460890493381468,5193,False
CADEC,Meta-Llama-3-8B-Instruct,combined_3,0.75,0.4821566110397946,0.5178433889602054,5193,False
CADEC,Meta-Llama-3-8B-Instruct,combined_3,0.7,0.506050605060506,0.49394939493949397,5193,False
CADEC,Meta-Llama-3-8B-Instruct,combined_3,0.65,0.5399881516587678,0.4600118483412322,5193,False
CADEC,Meta-Llama-3-8B-Instruct,combined_3,0.6,0.5834403080872914,0.4165596919127086,5193,False
CADEC,Meta-Llama-3-8B-Instruct,combined_3,0.55,0.6331816590829541,0.3668183409170459,5193,False
CADEC,Meta-Llama-3-8B-Instruct,combined_3,0.5,0.6834809395456296,0.3165190604543704,5193,False
CADEC,Meta-Llama-3-8B-Instruct,combined_3,0.45,0.7270004278990159,0.27299957210098413,5193,False
CADEC,Meta-Llama-3-8B-Instruct,combined_3,0.4,0.7324350336862367,0.26756496631376325,5193,False
CADEC,Meta-Llama-3-8B-Instruct,combined_3,0.35,0.7343234323432343,0.2656765676567657,5193,False
CADEC,Meta-Llama-3-8B-Instruct,combined_3,0.3,0.7362002567394095,0.2637997432605905,5193,False
CADEC,Meta-Llama-3-8B-Instruct,combined_3,0.25,0.7397998460354118,0.2602001539645882,5193,False
CADEC,Meta-Llama-3-8B-Instruct,combined_3,0.2,0.739172281039461,0.260827718960539,5193,False
