dataset,model,signal,coverage,selective_accuracy,risk,n,small_n,n_keep,n_total
MedMentions,Llama3-OpenBioLLM-8B,confidence,0.3,0.5,0.5,491,False,,
MedMentions,Llama3-OpenBioLLM-8B,confidence,0.25,0.4552845528455284,0.5447154471544715,491,False,,
MedMentions,Llama3-OpenBioLLM-8B,confidence,0.2,0.4545454545454545,0.5454545454545454,491,False,,
MedMentions,Llama3-OpenBioLLM-8B,confidence,0.15,0.4324324324324324,0.5675675675675675,491,False,,
MedMentions,Llama3-OpenBioLLM-8B,confidence,0.1,0.44,0.56,491,False,,
MedMentions,Llama3-OpenBioLLM-8B,entropy,1.0,0.2281059063136456,0.7718940936863543,491,False,,
MedMentions,Llama3-OpenBioLLM-8B,entropy,0.95,0.2355460385438972,0.7644539614561028,491,False,,
MedMentions,Llama3-OpenBioLLM-8B,entropy,0.9,0.2420814479638009,0.7579185520361991,491,False,,
MedMentions,Llama3-OpenBioLLM-8B,entropy,0.85,0.2535885167464115,0.7464114832535885,491,False,,
MedMentions,Llama3-OpenBioLLM-8B,entropy,0.8,0.2646310432569974,0.7353689567430026,491,False,,
MedMentions,Llama3-OpenBioLLM-8B,entropy,0.75,0.2737127371273712,0.7262872628726287,491,False,,
MedMentions,Llama3-OpenBioLLM-8B,entropy,0.7,0.2877906976744186,0.7122093023255813,491,False,,
MedMentions,Llama3-OpenBioLLM-8B,entropy,0.65,0.30625,0.69375,491,False,,
MedMentions,Llama3-OpenBioLLM-8B,entropy,0.6,0.3152542372881356,0.6847457627118644,491,False,,
MedMentions,Llama3-OpenBioLLM-8B,entropy,0.55,0.3210332103321033,0.6789667896678967,491,False,,
MedMentions,Llama3-OpenBioLLM-8B,entropy,0.5,0.3292682926829268,0.6707317073170731,491,False,,
MedMentions,Llama3-OpenBioLLM-8B,entropy,0.45,0.334841628959276,0.6651583710407241,491,False,,
MedMentions,Llama3-OpenBioLLM-8B,entropy,0.4,0.3197969543147208,0.6802030456852792,491,False,,
MedMentions,Llama3-OpenBioLLM-8B,entropy,0.35,0.3430232558139535,0.6569767441860466,491,False,,
MedMentions,Llama3-OpenBioLLM-8B,entropy,0.3,0.3445945945945945,0.6554054054054055,491,False,,
MedMentions,Llama3-OpenBioLLM-8B,entropy,0.25,0.3495934959349593,0.6504065040650406,491,False,,
MedMentions,Llama3-OpenBioLLM-8B,entropy,0.2,0.3232323232323232,0.6767676767676767,491,False,,
MedMentions,Llama3-OpenBioLLM-8B,entropy,0.15,0.3378378378378378,0.6621621621621622,491,False,,
MedMentions,Llama3-OpenBioLLM-8B,entropy,0.1,0.32,0.6799999999999999,491,False,,
MedMentions,Llama3-OpenBioLLM-8B,margin,1.0,0.2281059063136456,0.7718940936863543,491,False,,
MedMentions,Llama3-OpenBioLLM-8B,margin,0.95,0.2291220556745182,0.7708779443254818,491,False,,
MedMentions,Llama3-OpenBioLLM-8B,margin,0.9,0.2352941176470588,0.7647058823529411,491,False,,
MedMentions,Llama3-OpenBioLLM-8B,margin,0.85,0.2488038277511961,0.7511961722488039,491,False,,
MedMentions,Llama3-OpenBioLLM-8B,margin,0.8,0.2620865139949109,0.7379134860050891,491,False,,
MedMentions,Llama3-OpenBioLLM-8B,margin,0.75,0.2737127371273712,0.7262872628726287,491,False,,
MedMentions,Llama3-OpenBioLLM-8B,margin,0.7,0.2848837209302325,0.7151162790697674,491,False,,
MedMentions,Llama3-OpenBioLLM-8B,margin,0.65,0.290625,0.709375,491,False,,
MedMentions,Llama3-OpenBioLLM-8B,margin,0.6,0.3050847457627119,0.6949152542372881,491,False,,
MedMentions,Llama3-OpenBioLLM-8B,margin,0.55,0.3136531365313653,0.6863468634686347,491,False,,
MedMentions,Llama3-OpenBioLLM-8B,margin,0.5,0.3333333333333333,0.6666666666666667,491,False,,
MedMentions,Llama3-OpenBioLLM-8B,margin,0.45,0.3393665158371041,0.6606334841628959,491,False,,
MedMentions,Llama3-OpenBioLLM-8B,margin,0.4,0.3553299492385787,0.6446700507614214,491,False,,
MedMentions,Llama3-OpenBioLLM-8B,margin,0.35,0.377906976744186,0.622093023255814,491,False,,
MedMentions,Llama3-OpenBioLLM-8B,margin,0.3,0.3783783783783784,0.6216216216216216,491,False,,
MedMentions,Llama3-OpenBioLLM-8B,margin,0.25,0.4146341463414634,0.5853658536585367,491,False,,
MedMentions,Llama3-OpenBioLLM-8B,margin,0.2,0.4444444444444444,0.5555555555555556,491,False,,
MedMentions,Llama3-OpenBioLLM-8B,margin,0.15,0.4729729729729729,0.527027027027027,491,False,,
MedMentions,Llama3-OpenBioLLM-8B,margin,0.1,0.44,0.56,491,False,,
MedMentions,Llama3-OpenBioLLM-8B,random,1.0,0.2281059063136456,0.7718940936863543,491,False,,
MedMentions,Llama3-OpenBioLLM-8B,random,0.95,0.2294432548179872,0.7705567451820128,491,False,,
MedMentions,Llama3-OpenBioLLM-8B,random,0.9,0.2317873303167421,0.7682126696832579,491,False,,
MedMentions,Llama3-OpenBioLLM-8B,random,0.85,0.233133971291866,0.7668660287081339,491,False,,
MedMentions,Llama3-OpenBioLLM-8B,random,0.8,0.2343511450381679,0.7656488549618321,491,False,,
MedMentions,Llama3-OpenBioLLM-8B,random,0.75,0.2341463414634146,0.7658536585365854,491,False,,
MedMentions,Llama3-OpenBioLLM-8B,random,0.7,0.2347383720930232,0.7652616279069767,491,False,,
MedMentions,Llama3-OpenBioLLM-8B,random,0.65,0.2328124999999999,0.7671875,491,False,,
MedMentions,Llama3-OpenBioLLM-8B,random,0.6,0.2323728813559321,0.7676271186440679,491,False,,
MedMentions,Llama3-OpenBioLLM-8B,random,0.55,0.2345018450184501,0.7654981549815498,491,False,,
MedMentions,Llama3-OpenBioLLM-8B,random,0.5,0.232520325203252,0.767479674796748,491,False,,
MedMentions,Llama3-OpenBioLLM-8B,random,0.45,0.2334841628959276,0.7665158371040723,491,False,,
MedMentions,Llama3-OpenBioLLM-8B,random,0.4,0.2370558375634518,0.7629441624365482,491,False,,
MedMentions,Llama3-OpenBioLLM-8B,random,0.35,0.2406976744186046,0.7593023255813953,491,False,,
MedMentions,Llama3-OpenBioLLM-8B,random,0.3,0.2408783783783784,0.7591216216216217,491,False,,
MedMentions,Llama3-OpenBioLLM-8B,random,0.25,0.2467479674796747,0.7532520325203252,491,False,,
MedMentions,Llama3-OpenBioLLM-8B,random,0.2,0.2429292929292929,0.7570707070707071,491,False,,
MedMentions,Llama3-OpenBioLLM-8B,random,0.15,0.2412162162162162,0.7587837837837837,491,False,,
MedMentions,Llama3-OpenBioLLM-8B,random,0.1,0.248,0.752,491,False,,
MedMentions,Meta-Llama-3-8B-Instruct,combined,1.0,0.2204081632653061,0.7795918367346939,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,combined,0.95,0.223175965665236,0.7768240343347639,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,combined,0.9,0.2267573696145124,0.7732426303854876,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,combined,0.85,0.2302158273381295,0.7697841726618705,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,combined,0.8,0.2321428571428571,0.7678571428571428,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,combined,0.75,0.2391304347826087,0.7608695652173914,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,combined,0.7,0.2478134110787172,0.7521865889212828,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,combined,0.65,0.2476489028213166,0.7523510971786834,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,combined,0.6,0.2551020408163265,0.7448979591836735,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,combined,0.55,0.2481481481481481,0.7518518518518519,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,combined,0.5,0.2530612244897959,0.7469387755102042,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,combined,0.45,0.2714932126696832,0.7285067873303168,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,combined,0.4,0.2755102040816326,0.7244897959183674,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,combined,0.35,0.2965116279069767,0.7034883720930232,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,combined,0.3,0.3265306122448979,0.6734693877551021,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,combined,0.25,0.3333333333333333,0.6666666666666667,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,combined,0.2,0.3163265306122449,0.6836734693877551,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,combined,0.15,0.3243243243243243,0.6756756756756757,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,combined,0.1,0.3265306122448979,0.6734693877551021,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,combined_3,1.0,0.2204081632653061,0.7795918367346939,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,combined_3,0.95,0.2210300429184549,0.778969957081545,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,combined_3,0.9,0.2290249433106576,0.7709750566893424,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,combined_3,0.85,0.2302158273381295,0.7697841726618705,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,combined_3,0.8,0.2397959183673469,0.7602040816326531,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,combined_3,0.75,0.2418478260869565,0.7581521739130435,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,combined_3,0.7,0.2594752186588921,0.7405247813411079,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,combined_3,0.65,0.2601880877742947,0.7398119122257053,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,combined_3,0.6,0.272108843537415,0.727891156462585,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,combined_3,0.55,0.2777777777777778,0.7222222222222222,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,combined_3,0.5,0.2979591836734694,0.7020408163265306,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,combined_3,0.45,0.3167420814479638,0.6832579185520362,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,combined_3,0.4,0.3265306122448979,0.6734693877551021,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,combined_3,0.35,0.3372093023255814,0.6627906976744187,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,combined_3,0.3,0.3673469387755102,0.6326530612244898,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,combined_3,0.25,0.3983739837398374,0.6016260162601625,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,combined_3,0.2,0.4285714285714285,0.5714285714285714,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,combined_3,0.15,0.4459459459459459,0.5540540540540541,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,combined_3,0.1,0.4897959183673469,0.5102040816326531,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,confidence,1.0,0.2204081632653061,0.7795918367346939,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,confidence,0.95,0.2274678111587982,0.7725321888412018,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,confidence,0.9,0.2267573696145124,0.7732426303854876,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,confidence,0.85,0.2326139088729016,0.7673860911270983,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,confidence,0.8,0.2270408163265306,0.7729591836734694,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,confidence,0.75,0.2391304347826087,0.7608695652173914,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,confidence,0.7,0.2536443148688047,0.7463556851311953,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,confidence,0.65,0.2664576802507837,0.7335423197492164,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,confidence,0.6,0.282312925170068,0.717687074829932,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,confidence,0.55,0.2962962962962963,0.7037037037037037,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,confidence,0.5,0.2938775510204082,0.7061224489795919,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,confidence,0.45,0.2850678733031674,0.7149321266968326,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,confidence,0.4,0.2908163265306122,0.7091836734693877,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,confidence,0.35,0.2848837209302325,0.7151162790697674,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,confidence,0.3,0.272108843537415,0.727891156462585,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,confidence,0.25,0.2601626016260163,0.7398373983739837,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,confidence,0.2,0.2551020408163265,0.7448979591836735,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,confidence,0.15,0.2027027027027027,0.7972972972972973,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,confidence,0.1,0.1224489795918367,0.8775510204081632,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,entropy,1.0,0.2204081632653061,0.7795918367346939,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,entropy,0.95,0.223175965665236,0.7768240343347639,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,entropy,0.9,0.2267573696145124,0.7732426303854876,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,entropy,0.85,0.2302158273381295,0.7697841726618705,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,entropy,0.8,0.2321428571428571,0.7678571428571428,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,entropy,0.75,0.2391304347826087,0.7608695652173914,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,entropy,0.7,0.2478134110787172,0.7521865889212828,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,entropy,0.65,0.2476489028213166,0.7523510971786834,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,entropy,0.6,0.2448979591836734,0.7551020408163265,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,entropy,0.55,0.2481481481481481,0.7518518518518519,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,entropy,0.5,0.2571428571428571,0.7428571428571429,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,entropy,0.45,0.253393665158371,0.746606334841629,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,entropy,0.4,0.2448979591836734,0.7551020408163265,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,entropy,0.35,0.2441860465116279,0.7558139534883721,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,entropy,0.3,0.2517006802721088,0.7482993197278911,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,entropy,0.25,0.2520325203252032,0.7479674796747968,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,entropy,0.2,0.2551020408163265,0.7448979591836735,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,entropy,0.15,0.2297297297297297,0.7702702702702703,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,entropy,0.1,0.2448979591836734,0.7551020408163265,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,margin,1.0,0.2204081632653061,0.7795918367346939,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,margin,0.95,0.2167381974248927,0.7832618025751072,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,margin,0.9,0.2267573696145124,0.7732426303854876,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,margin,0.85,0.2398081534772182,0.7601918465227817,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,margin,0.8,0.2448979591836734,0.7551020408163265,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,margin,0.75,0.25,0.75,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,margin,0.7,0.2594752186588921,0.7405247813411079,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,margin,0.65,0.2664576802507837,0.7335423197492164,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,margin,0.6,0.2653061224489796,0.7346938775510203,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,margin,0.55,0.2814814814814815,0.7185185185185186,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,margin,0.5,0.2938775510204082,0.7061224489795919,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,margin,0.45,0.2941176470588235,0.7058823529411764,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,margin,0.4,0.3163265306122449,0.6836734693877551,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,margin,0.35,0.3197674418604651,0.6802325581395349,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,margin,0.3,0.3265306122448979,0.6734693877551021,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,margin,0.25,0.3414634146341463,0.6585365853658536,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,margin,0.2,0.3877551020408163,0.6122448979591837,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,margin,0.15,0.3918918918918919,0.6081081081081081,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,margin,0.1,0.4081632653061224,0.5918367346938775,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,random,1.0,0.2204081632653061,0.7795918367346939,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,random,0.95,0.2201716738197425,0.7798283261802574,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,random,0.9,0.2188208616780045,0.7811791383219955,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,random,0.85,0.2194244604316547,0.7805755395683454,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,random,0.8,0.2214285714285714,0.7785714285714286,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,random,0.75,0.2237771739130434,0.7762228260869566,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,random,0.7,0.2252186588921282,0.7747813411078717,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,random,0.65,0.2228840125391849,0.7771159874608151,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,random,0.6,0.2229591836734693,0.7770408163265307,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,random,0.55,0.2229629629629629,0.7770370370370371,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,random,0.5,0.2210204081632653,0.7789795918367347,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,random,0.45,0.221945701357466,0.778054298642534,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,random,0.4,0.2196428571428571,0.7803571428571429,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,random,0.35,0.2148255813953488,0.7851744186046512,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,random,0.3,0.2142857142857142,0.7857142857142858,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,random,0.25,0.2113821138211381,0.7886178861788619,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,random,0.2,0.2091836734693877,0.7908163265306123,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,random,0.15,0.2101351351351351,0.7898648648648648,490,False,,
MedMentions,Meta-Llama-3-8B-Instruct,random,0.1,0.2132653061224489,0.786734693877551,490,False,,
MedMentions,Mistral-7B-Instruct-v0.1,combined,1.0,0.2118126272912423,0.7881873727087576,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,combined,0.95,0.2077087794432548,0.7922912205567452,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,combined,0.9,0.2171945701357466,0.7828054298642534,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,combined,0.85,0.2224880382775119,0.777511961722488,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,combined,0.8,0.2315521628498727,0.7684478371501272,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,combined,0.75,0.2330623306233062,0.7669376693766938,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,combined,0.7,0.2383720930232558,0.7616279069767442,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,combined,0.65,0.24375,0.75625,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,combined,0.6,0.2610169491525423,0.7389830508474576,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,combined,0.55,0.2656826568265683,0.7343173431734318,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,combined,0.5,0.2764227642276423,0.7235772357723578,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,combined,0.45,0.2805429864253393,0.7194570135746606,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,combined,0.4,0.2741116751269035,0.7258883248730965,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,combined,0.35,0.2965116279069767,0.7034883720930232,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,combined,0.3,0.3108108108108108,0.6891891891891893,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,combined,0.25,0.3495934959349593,0.6504065040650406,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,combined,0.2,0.4141414141414141,0.5858585858585859,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,combined,0.15,0.4729729729729729,0.527027027027027,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,combined,0.1,0.48,0.52,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,combined_3,1.0,0.2118126272912423,0.7881873727087576,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,combined_3,0.95,0.2184154175588865,0.7815845824411135,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,combined_3,0.9,0.2217194570135746,0.7782805429864253,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,combined_3,0.85,0.2320574162679425,0.7679425837320575,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,combined_3,0.8,0.2417302798982188,0.7582697201017812,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,combined_3,0.75,0.2466124661246612,0.7533875338753387,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,combined_3,0.7,0.252906976744186,0.747093023255814,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,combined_3,0.65,0.26875,0.73125,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,combined_3,0.6,0.2813559322033898,0.7186440677966102,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,combined_3,0.55,0.3025830258302583,0.6974169741697417,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,combined_3,0.5,0.3048780487804878,0.6951219512195121,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,combined_3,0.45,0.3303167420814479,0.6696832579185521,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,combined_3,0.4,0.3553299492385787,0.6446700507614214,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,combined_3,0.35,0.3895348837209302,0.6104651162790697,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,combined_3,0.3,0.4189189189189189,0.5810810810810811,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,combined_3,0.25,0.4552845528455284,0.5447154471544715,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,combined_3,0.2,0.4646464646464646,0.5353535353535354,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,combined_3,0.15,0.5,0.5,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,combined_3,0.1,0.58,0.42,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,confidence,1.0,0.2118126272912423,0.7881873727087576,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,confidence,0.95,0.2119914346895074,0.7880085653104925,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,confidence,0.9,0.2194570135746606,0.7805429864253394,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,confidence,0.85,0.2224880382775119,0.777511961722488,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,confidence,0.8,0.2162849872773536,0.7837150127226463,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,confidence,0.75,0.2276422764227642,0.7723577235772358,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,confidence,0.7,0.2441860465116279,0.7558139534883721,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,confidence,0.65,0.25,0.75,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,confidence,0.6,0.2576271186440678,0.7423728813559323,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,confidence,0.55,0.2656826568265683,0.7343173431734318,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,confidence,0.5,0.2886178861788618,0.7113821138211383,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,confidence,0.45,0.3031674208144796,0.6968325791855203,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,confidence,0.4,0.3350253807106599,0.6649746192893401,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,confidence,0.35,0.3604651162790697,0.6395348837209303,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,confidence,0.3,0.4121621621621621,0.5878378378378378,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,confidence,0.25,0.3902439024390244,0.6097560975609756,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,confidence,0.2,0.3636363636363636,0.6363636363636364,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,confidence,0.15,0.3918918918918919,0.6081081081081081,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,confidence,0.1,0.38,0.62,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,entropy,1.0,0.2118126272912423,0.7881873727087576,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,entropy,0.95,0.2077087794432548,0.7922912205567452,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,entropy,0.9,0.2171945701357466,0.7828054298642534,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,entropy,0.85,0.2224880382775119,0.777511961722488,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,entropy,0.8,0.2315521628498727,0.7684478371501272,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,entropy,0.75,0.2330623306233062,0.7669376693766938,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,entropy,0.7,0.2383720930232558,0.7616279069767442,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,entropy,0.65,0.24375,0.75625,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,entropy,0.6,0.2610169491525423,0.7389830508474576,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,entropy,0.55,0.2656826568265683,0.7343173431734318,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,entropy,0.5,0.2682926829268293,0.7317073170731707,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,entropy,0.45,0.2850678733031674,0.7149321266968326,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,entropy,0.4,0.2741116751269035,0.7258883248730965,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,entropy,0.35,0.2674418604651162,0.7325581395348837,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,entropy,0.3,0.2837837837837837,0.7162162162162162,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,entropy,0.25,0.2682926829268293,0.7317073170731707,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,entropy,0.2,0.2323232323232323,0.7676767676767677,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,entropy,0.15,0.2297297297297297,0.7702702702702703,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,entropy,0.1,0.24,0.76,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,margin,1.0,0.2118126272912423,0.7881873727087576,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,margin,0.95,0.2184154175588865,0.7815845824411135,491,False,,
MedMentions,Mistral-7B-Instruct-v0.1,margin,0.9,0.2285067873303167,0.7714932126696833,491,False,,
