coverage,n_keep,n_total,selective_accuracy,risk,dataset,model,signal,n,small_n
0.3,42.0,139.0,0.9047619047619048,0.09523809523809523,SQuAD2,FLAN-T5-base,confidence,139,True
0.25,35.0,139.0,0.9428571428571428,0.05714285714285716,SQuAD2,FLAN-T5-base,confidence,139,True
0.2,28.0,139.0,0.9642857142857143,0.0357142857142857,SQuAD2,FLAN-T5-base,confidence,139,True
0.15,21.0,139.0,0.9523809523809523,0.04761904761904767,SQuAD2,FLAN-T5-base,confidence,139,True
0.1,14.0,139.0,0.9285714285714286,0.0714285714285714,SQuAD2,FLAN-T5-base,confidence,139,True
1.0,139.0,139.0,0.6402877697841727,0.3597122302158273,SQuAD2,FLAN-T5-base,margin,139,True
0.95,133.0,139.0,0.631578947368421,0.368421052631579,SQuAD2,FLAN-T5-base,margin,139,True
0.9,126.0,139.0,0.626984126984127,0.373015873015873,SQuAD2,FLAN-T5-base,margin,139,True
0.85,119.0,139.0,0.6386554621848739,0.3613445378151261,SQuAD2,FLAN-T5-base,margin,139,True
0.8,112.0,139.0,0.6428571428571429,0.3571428571428571,SQuAD2,FLAN-T5-base,margin,139,True
0.75,105.0,139.0,0.6476190476190476,0.35238095238095235,SQuAD2,FLAN-T5-base,margin,139,True
0.7,98.0,139.0,0.6632653061224489,0.33673469387755106,SQuAD2,FLAN-T5-base,margin,139,True
0.65,91.0,139.0,0.6813186813186813,0.31868131868131866,SQuAD2,FLAN-T5-base,margin,139,True
0.6,84.0,139.0,0.6785714285714286,0.3214285714285714,SQuAD2,FLAN-T5-base,margin,139,True
0.55,77.0,139.0,0.6623376623376623,0.33766233766233766,SQuAD2,FLAN-T5-base,margin,139,True
0.5,70.0,139.0,0.6285714285714286,0.37142857142857144,SQuAD2,FLAN-T5-base,margin,139,True
0.45,63.0,139.0,0.5873015873015873,0.4126984126984127,SQuAD2,FLAN-T5-base,margin,139,True
0.4,56.0,139.0,0.5714285714285714,0.4285714285714286,SQuAD2,FLAN-T5-base,margin,139,True
0.35,49.0,139.0,0.5510204081632653,0.44897959183673475,SQuAD2,FLAN-T5-base,margin,139,True
0.3,42.0,139.0,0.5238095238095238,0.47619047619047616,SQuAD2,FLAN-T5-base,margin,139,True
0.25,35.0,139.0,0.5142857142857142,0.48571428571428577,SQuAD2,FLAN-T5-base,margin,139,True
0.2,28.0,139.0,0.5714285714285714,0.4285714285714286,SQuAD2,FLAN-T5-base,margin,139,True
0.15,21.0,139.0,0.5714285714285714,0.4285714285714286,SQuAD2,FLAN-T5-base,margin,139,True
0.1,14.0,139.0,0.5,0.5,SQuAD2,FLAN-T5-base,margin,139,True
1.0,139.0,139.0,0.6402877697841727,0.3597122302158273,SQuAD2,FLAN-T5-base,combined,139,True
0.95,133.0,139.0,0.631578947368421,0.368421052631579,SQuAD2,FLAN-T5-base,combined,139,True
0.9,126.0,139.0,0.6507936507936508,0.3492063492063492,SQuAD2,FLAN-T5-base,combined,139,True
0.85,119.0,139.0,0.6722689075630253,0.32773109243697474,SQuAD2,FLAN-T5-base,combined,139,True
0.8,112.0,139.0,0.6785714285714286,0.3214285714285714,SQuAD2,FLAN-T5-base,combined,139,True
0.75,105.0,139.0,0.6857142857142857,0.3142857142857143,SQuAD2,FLAN-T5-base,combined,139,True
0.7,98.0,139.0,0.6938775510204082,0.30612244897959184,SQuAD2,FLAN-T5-base,combined,139,True
0.65,91.0,139.0,0.7142857142857143,0.2857142857142857,SQuAD2,FLAN-T5-base,combined,139,True
0.6,84.0,139.0,0.7261904761904762,0.27380952380952384,SQuAD2,FLAN-T5-base,combined,139,True
0.55,77.0,139.0,0.7662337662337663,0.23376623376623373,SQuAD2,FLAN-T5-base,combined,139,True
0.5,70.0,139.0,0.7428571428571429,0.2571428571428571,SQuAD2,FLAN-T5-base,combined,139,True
0.45,63.0,139.0,0.8095238095238095,0.19047619047619047,SQuAD2,FLAN-T5-base,combined,139,True
0.4,56.0,139.0,0.8392857142857143,0.1607142857142857,SQuAD2,FLAN-T5-base,combined,139,True
0.35,49.0,139.0,0.8979591836734694,0.10204081632653061,SQuAD2,FLAN-T5-base,combined,139,True
0.3,42.0,139.0,0.9047619047619048,0.09523809523809523,SQuAD2,FLAN-T5-base,combined,139,True
0.25,35.0,139.0,0.8857142857142857,0.11428571428571432,SQuAD2,FLAN-T5-base,combined,139,True
0.2,28.0,139.0,0.9642857142857143,0.0357142857142857,SQuAD2,FLAN-T5-base,combined,139,True
0.15,21.0,139.0,0.9523809523809523,0.04761904761904767,SQuAD2,FLAN-T5-base,combined,139,True
0.1,14.0,139.0,0.9285714285714286,0.0714285714285714,SQuAD2,FLAN-T5-base,combined,139,True
1.0,139.0,139.0,0.6402877697841727,0.3597122302158273,SQuAD2,FLAN-T5-base,combined_3,139,True
0.95,133.0,139.0,0.6466165413533834,0.3533834586466166,SQuAD2,FLAN-T5-base,combined_3,139,True
0.9,126.0,139.0,0.6507936507936508,0.3492063492063492,SQuAD2,FLAN-T5-base,combined_3,139,True
0.85,119.0,139.0,0.6638655462184874,0.33613445378151263,SQuAD2,FLAN-T5-base,combined_3,139,True
0.8,112.0,139.0,0.6785714285714286,0.3214285714285714,SQuAD2,FLAN-T5-base,combined_3,139,True
0.75,105.0,139.0,0.6857142857142857,0.3142857142857143,SQuAD2,FLAN-T5-base,combined_3,139,True
0.7,98.0,139.0,0.6836734693877551,0.3163265306122449,SQuAD2,FLAN-T5-base,combined_3,139,True
0.65,91.0,139.0,0.6923076923076923,0.3076923076923077,SQuAD2,FLAN-T5-base,combined_3,139,True
0.6,84.0,139.0,0.7261904761904762,0.27380952380952384,SQuAD2,FLAN-T5-base,combined_3,139,True
0.55,77.0,139.0,0.7662337662337663,0.23376623376623373,SQuAD2,FLAN-T5-base,combined_3,139,True
0.5,70.0,139.0,0.7857142857142857,0.2142857142857143,SQuAD2,FLAN-T5-base,combined_3,139,True
0.45,63.0,139.0,0.7936507936507936,0.2063492063492064,SQuAD2,FLAN-T5-base,combined_3,139,True
0.4,56.0,139.0,0.8035714285714286,0.1964285714285714,SQuAD2,FLAN-T5-base,combined_3,139,True
0.35,49.0,139.0,0.7959183673469388,0.20408163265306123,SQuAD2,FLAN-T5-base,combined_3,139,True
0.3,42.0,139.0,0.8095238095238095,0.19047619047619047,SQuAD2,FLAN-T5-base,combined_3,139,True
0.25,35.0,139.0,0.8,0.19999999999999996,SQuAD2,FLAN-T5-base,combined_3,139,True
0.2,28.0,139.0,0.7857142857142857,0.2142857142857143,SQuAD2,FLAN-T5-base,combined_3,139,True
0.15,21.0,139.0,0.8571428571428571,0.1428571428571429,SQuAD2,FLAN-T5-base,combined_3,139,True
0.1,14.0,139.0,0.7857142857142857,0.2142857142857143,SQuAD2,FLAN-T5-base,combined_3,139,True
1.0,,,0.6402877697841728,0.3597122302158272,SQuAD2,FLAN-T5-base,random,139,True
0.95,,,0.6398496240601504,0.36015037593984955,SQuAD2,FLAN-T5-base,random,139,True
0.9,,,0.6388888888888887,0.36111111111111127,SQuAD2,FLAN-T5-base,random,139,True
0.85,,,0.6390756302521007,0.3609243697478993,SQuAD2,FLAN-T5-base,random,139,True
0.8,,,0.6379464285714286,0.3620535714285714,SQuAD2,FLAN-T5-base,random,139,True
0.75,,,0.6352380952380952,0.36476190476190484,SQuAD2,FLAN-T5-base,random,139,True
0.7,,,0.6270408163265306,0.37295918367346936,SQuAD2,FLAN-T5-base,random,139,True
0.65,,,0.6285714285714284,0.37142857142857155,SQuAD2,FLAN-T5-base,random,139,True
0.6,,,0.631547619047619,0.368452380952381,SQuAD2,FLAN-T5-base,random,139,True
0.55,,,0.627922077922078,0.372077922077922,SQuAD2,FLAN-T5-base,random,139,True
0.5,,,0.6328571428571428,0.3671428571428572,SQuAD2,FLAN-T5-base,random,139,True
0.45,,,0.6277777777777777,0.37222222222222234,SQuAD2,FLAN-T5-base,random,139,True
0.4,,,0.6232142857142857,0.3767857142857143,SQuAD2,FLAN-T5-base,random,139,True
0.35,,,0.616326530612245,0.38367346938775504,SQuAD2,FLAN-T5-base,random,139,True
0.3,,,0.619047619047619,0.38095238095238104,SQuAD2,FLAN-T5-base,random,139,True
0.25,,,0.6014285714285712,0.3985714285714288,SQuAD2,FLAN-T5-base,random,139,True
0.2,,,0.6000000000000001,0.3999999999999999,SQuAD2,FLAN-T5-base,random,139,True
0.15,,,0.5928571428571427,0.40714285714285725,SQuAD2,FLAN-T5-base,random,139,True
0.1,,,0.607142857142857,0.392857142857143,SQuAD2,FLAN-T5-base,random,139,True
1.0,392.0,392.0,0.22704081632653061,0.7729591836734694,BioASQ,BioMistral-7B,entropy,392,False
0.95,373.0,392.0,0.23056300268096513,0.7694369973190349,BioASQ,BioMistral-7B,entropy,392,False
0.9,353.0,392.0,0.24079320113314448,0.7592067988668555,BioASQ,BioMistral-7B,entropy,392,False
0.85,334.0,392.0,0.24850299401197604,0.7514970059880239,BioASQ,BioMistral-7B,entropy,392,False
0.8,314.0,392.0,0.2643312101910828,0.7356687898089171,BioASQ,BioMistral-7B,entropy,392,False
0.75,294.0,392.0,0.282312925170068,0.717687074829932,BioASQ,BioMistral-7B,entropy,392,False
0.7,275.0,392.0,0.29454545454545455,0.7054545454545454,BioASQ,BioMistral-7B,entropy,392,False
0.65,255.0,392.0,0.3058823529411765,0.6941176470588235,BioASQ,BioMistral-7B,entropy,392,False
0.6,236.0,392.0,0.3050847457627119,0.6949152542372881,BioASQ,BioMistral-7B,entropy,392,False
0.55,216.0,392.0,0.3194444444444444,0.6805555555555556,BioASQ,BioMistral-7B,entropy,392,False
0.5,196.0,392.0,0.336734693877551,0.6632653061224489,BioASQ,BioMistral-7B,entropy,392,False
0.45,177.0,392.0,0.3502824858757062,0.6497175141242938,BioASQ,BioMistral-7B,entropy,392,False
0.4,157.0,392.0,0.36942675159235666,0.6305732484076434,BioASQ,BioMistral-7B,entropy,392,False
0.35,138.0,392.0,0.39855072463768115,0.6014492753623188,BioASQ,BioMistral-7B,entropy,392,False
0.3,118.0,392.0,0.423728813559322,0.576271186440678,BioASQ,BioMistral-7B,entropy,392,False
0.25,98.0,392.0,0.46938775510204084,0.5306122448979591,BioASQ,BioMistral-7B,entropy,392,False
0.2,79.0,392.0,0.4810126582278481,0.5189873417721519,BioASQ,BioMistral-7B,entropy,392,False
0.15,59.0,392.0,0.4576271186440678,0.5423728813559322,BioASQ,BioMistral-7B,entropy,392,False
0.1,40.0,392.0,0.5,0.5,BioASQ,BioMistral-7B,entropy,392,False
1.0,392.0,392.0,0.22704081632653061,0.7729591836734694,BioASQ,BioMistral-7B,confidence,392,False
0.95,373.0,392.0,0.23324396782841822,0.7667560321715818,BioASQ,BioMistral-7B,confidence,392,False
0.9,353.0,392.0,0.24079320113314448,0.7592067988668555,BioASQ,BioMistral-7B,confidence,392,False
0.85,334.0,392.0,0.24550898203592814,0.7544910179640718,BioASQ,BioMistral-7B,confidence,392,False
0.8,314.0,392.0,0.25796178343949044,0.7420382165605095,BioASQ,BioMistral-7B,confidence,392,False
0.75,294.0,392.0,0.272108843537415,0.727891156462585,BioASQ,BioMistral-7B,confidence,392,False
0.7,275.0,392.0,0.28,0.72,BioASQ,BioMistral-7B,confidence,392,False
0.65,255.0,392.0,0.2901960784313726,0.7098039215686274,BioASQ,BioMistral-7B,confidence,392,False
0.6,236.0,392.0,0.3050847457627119,0.6949152542372881,BioASQ,BioMistral-7B,confidence,392,False
0.55,216.0,392.0,0.3055555555555556,0.6944444444444444,BioASQ,BioMistral-7B,confidence,392,False
0.5,196.0,392.0,0.32142857142857145,0.6785714285714286,BioASQ,BioMistral-7B,confidence,392,False
0.45,177.0,392.0,0.3333333333333333,0.6666666666666667,BioASQ,BioMistral-7B,confidence,392,False
0.4,157.0,392.0,0.3503184713375796,0.6496815286624205,BioASQ,BioMistral-7B,confidence,392,False
0.35,138.0,392.0,0.3695652173913043,0.6304347826086957,BioASQ,BioMistral-7B,confidence,392,False
0.3,118.0,392.0,0.3813559322033898,0.6186440677966102,BioASQ,BioMistral-7B,confidence,392,False
0.25,98.0,392.0,0.40816326530612246,0.5918367346938775,BioASQ,BioMistral-7B,confidence,392,False
0.2,79.0,392.0,0.4177215189873418,0.5822784810126582,BioASQ,BioMistral-7B,confidence,392,False
0.15,59.0,392.0,0.4406779661016949,0.5593220338983051,BioASQ,BioMistral-7B,confidence,392,False
0.1,40.0,392.0,0.45,0.55,BioASQ,BioMistral-7B,confidence,392,False
1.0,392.0,392.0,0.22704081632653061,0.7729591836734694,BioASQ,BioMistral-7B,margin,392,False
0.95,373.0,392.0,0.225201072386059,0.774798927613941,BioASQ,BioMistral-7B,margin,392,False
0.9,353.0,392.0,0.22662889518413598,0.773371104815864,BioASQ,BioMistral-7B,margin,392,False
0.85,334.0,392.0,0.2125748502994012,0.7874251497005988,BioASQ,BioMistral-7B,margin,392,False
0.8,314.0,392.0,0.20382165605095542,0.7961783439490446,BioASQ,BioMistral-7B,margin,392,False
0.75,294.0,392.0,0.20748299319727892,0.7925170068027211,BioASQ,BioMistral-7B,margin,392,False
0.7,275.0,392.0,0.20727272727272728,0.7927272727272727,BioASQ,BioMistral-7B,margin,392,False
0.65,255.0,392.0,0.21176470588235294,0.788235294117647,BioASQ,BioMistral-7B,margin,392,False
0.6,236.0,392.0,0.211864406779661,0.788135593220339,BioASQ,BioMistral-7B,margin,392,False
0.55,216.0,392.0,0.2222222222222222,0.7777777777777778,BioASQ,BioMistral-7B,margin,392,False
0.5,196.0,392.0,0.21428571428571427,0.7857142857142857,BioASQ,BioMistral-7B,margin,392,False
0.45,177.0,392.0,0.20903954802259886,0.7909604519774012,BioASQ,BioMistral-7B,margin,392,False
0.4,157.0,392.0,0.21019108280254778,0.7898089171974523,BioASQ,BioMistral-7B,margin,392,False
0.35,138.0,392.0,0.2318840579710145,0.7681159420289855,BioASQ,BioMistral-7B,margin,392,False
0.3,118.0,392.0,0.2457627118644068,0.7542372881355932,BioASQ,BioMistral-7B,margin,392,False
0.25,98.0,392.0,0.2653061224489796,0.7346938775510203,BioASQ,BioMistral-7B,margin,392,False
0.2,79.0,392.0,0.3037974683544304,0.6962025316455696,BioASQ,BioMistral-7B,margin,392,False
0.15,59.0,392.0,0.288135593220339,0.711864406779661,BioASQ,BioMistral-7B,margin,392,False
0.1,40.0,392.0,0.325,0.675,BioASQ,BioMistral-7B,margin,392,False
1.0,392.0,392.0,0.22704081632653061,0.7729591836734694,BioASQ,BioMistral-7B,combined,392,False
0.95,373.0,392.0,0.2359249329758713,0.7640750670241288,BioASQ,BioMistral-7B,combined,392,False
0.9,353.0,392.0,0.24362606232294617,0.7563739376770539,BioASQ,BioMistral-7B,combined,392,False
0.85,334.0,392.0,0.25449101796407186,0.7455089820359282,BioASQ,BioMistral-7B,combined,392,False
0.8,314.0,392.0,0.2643312101910828,0.7356687898089171,BioASQ,BioMistral-7B,combined,392,False
0.75,294.0,392.0,0.2789115646258503,0.7210884353741497,BioASQ,BioMistral-7B,combined,392,False
0.7,275.0,392.0,0.29818181818181816,0.7018181818181819,BioASQ,BioMistral-7B,combined,392,False
0.65,255.0,392.0,0.3058823529411765,0.6941176470588235,BioASQ,BioMistral-7B,combined,392,False
0.6,236.0,392.0,0.3305084745762712,0.6694915254237288,BioASQ,BioMistral-7B,combined,392,False
0.55,216.0,392.0,0.35185185185185186,0.6481481481481481,BioASQ,BioMistral-7B,combined,392,False
0.5,196.0,392.0,0.35714285714285715,0.6428571428571428,BioASQ,BioMistral-7B,combined,392,False
0.45,177.0,392.0,0.3954802259887006,0.6045197740112994,BioASQ,BioMistral-7B,combined,392,False
0.4,157.0,392.0,0.42038216560509556,0.5796178343949044,BioASQ,BioMistral-7B,combined,392,False
0.35,138.0,392.0,0.41304347826086957,0.5869565217391304,BioASQ,BioMistral-7B,combined,392,False
0.3,118.0,392.0,0.4491525423728814,0.5508474576271186,BioASQ,BioMistral-7B,combined,392,False
0.25,98.0,392.0,0.4489795918367347,0.5510204081632653,BioASQ,BioMistral-7B,combined,392,False
0.2,79.0,392.0,0.46835443037974683,0.5316455696202531,BioASQ,BioMistral-7B,combined,392,False
0.15,59.0,392.0,0.5084745762711864,0.4915254237288136,BioASQ,BioMistral-7B,combined,392,False
0.1,40.0,392.0,0.5,0.5,BioASQ,BioMistral-7B,combined,392,False
1.0,392.0,392.0,0.22704081632653061,0.7729591836734694,BioASQ,BioMistral-7B,combined_3,392,False
0.95,373.0,392.0,0.23324396782841822,0.7667560321715818,BioASQ,BioMistral-7B,combined_3,392,False
0.9,353.0,392.0,0.24645892351274787,0.7535410764872521,BioASQ,BioMistral-7B,combined_3,392,False
0.85,334.0,392.0,0.25449101796407186,0.7455089820359282,BioASQ,BioMistral-7B,combined_3,392,False
0.8,314.0,392.0,0.2611464968152866,0.7388535031847134,BioASQ,BioMistral-7B,combined_3,392,False
0.75,294.0,392.0,0.2687074829931973,0.7312925170068028,BioASQ,BioMistral-7B,combined_3,392,False
0.7,275.0,392.0,0.28,0.72,BioASQ,BioMistral-7B,combined_3,392,False
0.65,255.0,392.0,0.2980392156862745,0.7019607843137254,BioASQ,BioMistral-7B,combined_3,392,False
0.6,236.0,392.0,0.3135593220338983,0.6864406779661016,BioASQ,BioMistral-7B,combined_3,392,False
0.55,216.0,392.0,0.3287037037037037,0.6712962962962963,BioASQ,BioMistral-7B,combined_3,392,False
0.5,196.0,392.0,0.35714285714285715,0.6428571428571428,BioASQ,BioMistral-7B,combined_3,392,False
0.45,177.0,392.0,0.3785310734463277,0.6214689265536724,BioASQ,BioMistral-7B,combined_3,392,False
0.4,157.0,392.0,0.3821656050955414,0.6178343949044586,BioASQ,BioMistral-7B,combined_3,392,False
0.35,138.0,392.0,0.39855072463768115,0.6014492753623188,BioASQ,BioMistral-7B,combined_3,392,False
0.3,118.0,392.0,0.423728813559322,0.576271186440678,BioASQ,BioMistral-7B,combined_3,392,False
0.25,98.0,392.0,0.40816326530612246,0.5918367346938775,BioASQ,BioMistral-7B,combined_3,392,False
0.2,79.0,392.0,0.4050632911392405,0.5949367088607596,BioASQ,BioMistral-7B,combined_3,392,False
0.15,59.0,392.0,0.4576271186440678,0.5423728813559322,BioASQ,BioMistral-7B,combined_3,392,False
0.1,40.0,392.0,0.425,0.575,BioASQ,BioMistral-7B,combined_3,392,False
1.0,,,0.2270408163265306,0.7729591836734694,BioASQ,BioMistral-7B,random,392,False
0.95,,,0.22680965147453086,0.7731903485254692,BioASQ,BioMistral-7B,random,392,False
0.9,,,0.22804532577903683,0.7719546742209632,BioASQ,BioMistral-7B,random,392,False
0.85,,,0.22904191616766473,0.7709580838323353,BioASQ,BioMistral-7B,random,392,False
0.8,,,0.22770700636942673,0.7722929936305732,BioASQ,BioMistral-7B,random,392,False
0.75,,,0.22772108843537414,0.7722789115646258,BioASQ,BioMistral-7B,random,392,False
0.7,,,0.2290909090909091,0.7709090909090909,BioASQ,BioMistral-7B,random,392,False
0.65,,,0.2288235294117647,0.7711764705882354,BioASQ,BioMistral-7B,random,392,False
0.6,,,0.2266949152542373,0.7733050847457628,BioASQ,BioMistral-7B,random,392,False
0.55,,,0.22754629629629627,0.7724537037037037,BioASQ,BioMistral-7B,random,392,False
0.5,,,0.22806122448979588,0.7719387755102041,BioASQ,BioMistral-7B,random,392,False
0.45,,,0.2225988700564972,0.7774011299435029,BioASQ,BioMistral-7B,random,392,False
0.4,,,0.2235668789808917,0.7764331210191083,BioASQ,BioMistral-7B,random,392,False
0.35,,,0.21920289855072467,0.7807971014492754,BioASQ,BioMistral-7B,random,392,False
0.3,,,0.21991525423728814,0.7800847457627118,BioASQ,BioMistral-7B,random,392,False
0.25,,,0.22346938775510203,0.7765306122448979,BioASQ,BioMistral-7B,random,392,False
0.2,,,0.220253164556962,0.779746835443038,BioASQ,BioMistral-7B,random,392,False
0.15,,,0.23135593220338985,0.7686440677966102,BioASQ,BioMistral-7B,random,392,False
0.1,,,0.23374999999999999,0.76625,BioASQ,BioMistral-7B,random,392,False
1.0,392.0,392.0,0.17857142857142858,0.8214285714285714,BioASQ,Mistral-7B-Instruct-v0.1,entropy,392,False
0.95,373.0,392.0,0.18498659517426275,0.8150134048257373,BioASQ,Mistral-7B-Instruct-v0.1,entropy,392,False
0.9,353.0,392.0,0.18696883852691218,0.8130311614730878,BioASQ,Mistral-7B-Instruct-v0.1,entropy,392,False
0.85,334.0,392.0,0.19461077844311378,0.8053892215568862,BioASQ,Mistral-7B-Instruct-v0.1,entropy,392,False
0.8,314.0,392.0,0.20382165605095542,0.7961783439490446,BioASQ,Mistral-7B-Instruct-v0.1,entropy,392,False
0.75,294.0,392.0,0.20408163265306123,0.7959183673469388,BioASQ,Mistral-7B-Instruct-v0.1,entropy,392,False
0.7,275.0,392.0,0.2109090909090909,0.7890909090909091,BioASQ,Mistral-7B-Instruct-v0.1,entropy,392,False
0.65,255.0,392.0,0.2196078431372549,0.7803921568627451,BioASQ,Mistral-7B-Instruct-v0.1,entropy,392,False
0.6,236.0,392.0,0.2288135593220339,0.771186440677966,BioASQ,Mistral-7B-Instruct-v0.1,entropy,392,False
0.55,216.0,392.0,0.24537037037037038,0.7546296296296297,BioASQ,Mistral-7B-Instruct-v0.1,entropy,392,False
0.5,196.0,392.0,0.27040816326530615,0.7295918367346939,BioASQ,Mistral-7B-Instruct-v0.1,entropy,392,False
0.45,177.0,392.0,0.2711864406779661,0.728813559322034,BioASQ,Mistral-7B-Instruct-v0.1,entropy,392,False
0.4,157.0,392.0,0.2929936305732484,0.7070063694267517,BioASQ,Mistral-7B-Instruct-v0.1,entropy,392,False
0.35,138.0,392.0,0.2971014492753623,0.7028985507246377,BioASQ,Mistral-7B-Instruct-v0.1,entropy,392,False
0.3,118.0,392.0,0.3135593220338983,0.6864406779661016,BioASQ,Mistral-7B-Instruct-v0.1,entropy,392,False
0.25,98.0,392.0,0.32653061224489793,0.6734693877551021,BioASQ,Mistral-7B-Instruct-v0.1,entropy,392,False
0.2,79.0,392.0,0.31645569620253167,0.6835443037974683,BioASQ,Mistral-7B-Instruct-v0.1,entropy,392,False
0.15,59.0,392.0,0.3220338983050847,0.6779661016949152,BioASQ,Mistral-7B-Instruct-v0.1,entropy,392,False
0.1,40.0,392.0,0.325,0.675,BioASQ,Mistral-7B-Instruct-v0.1,entropy,392,False
1.0,392.0,392.0,0.17857142857142858,0.8214285714285714,BioASQ,Mistral-7B-Instruct-v0.1,confidence,392,False
0.95,373.0,392.0,0.18230563002680966,0.8176943699731903,BioASQ,Mistral-7B-Instruct-v0.1,confidence,392,False
0.9,353.0,392.0,0.18696883852691218,0.8130311614730878,BioASQ,Mistral-7B-Instruct-v0.1,confidence,392,False
0.85,334.0,392.0,0.18862275449101795,0.811377245508982,BioASQ,Mistral-7B-Instruct-v0.1,confidence,392,False
0.8,314.0,392.0,0.18789808917197454,0.8121019108280254,BioASQ,Mistral-7B-Instruct-v0.1,confidence,392,False
0.75,294.0,392.0,0.19047619047619047,0.8095238095238095,BioASQ,Mistral-7B-Instruct-v0.1,confidence,392,False
0.7,275.0,392.0,0.2,0.8,BioASQ,Mistral-7B-Instruct-v0.1,confidence,392,False
0.65,255.0,392.0,0.21176470588235294,0.788235294117647,BioASQ,Mistral-7B-Instruct-v0.1,confidence,392,False
0.6,236.0,392.0,0.2245762711864407,0.7754237288135593,BioASQ,Mistral-7B-Instruct-v0.1,confidence,392,False
0.55,216.0,392.0,0.24074074074074073,0.7592592592592593,BioASQ,Mistral-7B-Instruct-v0.1,confidence,392,False
0.5,196.0,392.0,0.24489795918367346,0.7551020408163265,BioASQ,Mistral-7B-Instruct-v0.1,confidence,392,False
0.45,177.0,392.0,0.24858757062146894,0.751412429378531,BioASQ,Mistral-7B-Instruct-v0.1,confidence,392,False
0.4,157.0,392.0,0.25477707006369427,0.7452229299363058,BioASQ,Mistral-7B-Instruct-v0.1,confidence,392,False
0.35,138.0,392.0,0.2608695652173913,0.7391304347826086,BioASQ,Mistral-7B-Instruct-v0.1,confidence,392,False
0.3,118.0,392.0,0.2542372881355932,0.7457627118644068,BioASQ,Mistral-7B-Instruct-v0.1,confidence,392,False
0.25,98.0,392.0,0.2755102040816326,0.7244897959183674,BioASQ,Mistral-7B-Instruct-v0.1,confidence,392,False
0.2,79.0,392.0,0.26582278481012656,0.7341772151898734,BioASQ,Mistral-7B-Instruct-v0.1,confidence,392,False
0.15,59.0,392.0,0.3050847457627119,0.6949152542372881,BioASQ,Mistral-7B-Instruct-v0.1,confidence,392,False
0.1,40.0,392.0,0.375,0.625,BioASQ,Mistral-7B-Instruct-v0.1,confidence,392,False
1.0,392.0,392.0,0.17857142857142858,0.8214285714285714,BioASQ,Mistral-7B-Instruct-v0.1,margin,392,False
0.95,373.0,392.0,0.1742627345844504,0.8257372654155496,BioASQ,Mistral-7B-Instruct-v0.1,margin,392,False
0.9,353.0,392.0,0.17280453257790368,0.8271954674220963,BioASQ,Mistral-7B-Instruct-v0.1,margin,392,False
0.85,334.0,392.0,0.17065868263473055,0.8293413173652695,BioASQ,Mistral-7B-Instruct-v0.1,margin,392,False
0.8,314.0,392.0,0.16560509554140126,0.8343949044585988,BioASQ,Mistral-7B-Instruct-v0.1,margin,392,False
0.75,294.0,392.0,0.17006802721088435,0.8299319727891157,BioASQ,Mistral-7B-Instruct-v0.1,margin,392,False
0.7,275.0,392.0,0.17454545454545456,0.8254545454545454,BioASQ,Mistral-7B-Instruct-v0.1,margin,392,False
0.65,255.0,392.0,0.17254901960784313,0.8274509803921568,BioASQ,Mistral-7B-Instruct-v0.1,margin,392,False
0.6,236.0,392.0,0.1652542372881356,0.8347457627118644,BioASQ,Mistral-7B-Instruct-v0.1,margin,392,False
0.55,216.0,392.0,0.17592592592592593,0.8240740740740741,BioASQ,Mistral-7B-Instruct-v0.1,margin,392,False
0.5,196.0,392.0,0.17857142857142858,0.8214285714285714,BioASQ,Mistral-7B-Instruct-v0.1,margin,392,False
0.45,177.0,392.0,0.192090395480226,0.807909604519774,BioASQ,Mistral-7B-Instruct-v0.1,margin,392,False
0.4,157.0,392.0,0.19745222929936307,0.802547770700637,BioASQ,Mistral-7B-Instruct-v0.1,margin,392,False
0.35,138.0,392.0,0.2028985507246377,0.7971014492753623,BioASQ,Mistral-7B-Instruct-v0.1,margin,392,False
0.3,118.0,392.0,0.2288135593220339,0.771186440677966,BioASQ,Mistral-7B-Instruct-v0.1,margin,392,False
0.25,98.0,392.0,0.25510204081632654,0.7448979591836735,BioASQ,Mistral-7B-Instruct-v0.1,margin,392,False
0.2,79.0,392.0,0.26582278481012656,0.7341772151898734,BioASQ,Mistral-7B-Instruct-v0.1,margin,392,False
0.15,59.0,392.0,0.2711864406779661,0.728813559322034,BioASQ,Mistral-7B-Instruct-v0.1,margin,392,False
0.1,40.0,392.0,0.275,0.725,BioASQ,Mistral-7B-Instruct-v0.1,margin,392,False
1.0,392.0,392.0,0.17857142857142858,0.8214285714285714,BioASQ,Mistral-7B-Instruct-v0.1,combined,392,False
0.95,373.0,392.0,0.18498659517426275,0.8150134048257373,BioASQ,Mistral-7B-Instruct-v0.1,combined,392,False
0.9,353.0,392.0,0.18696883852691218,0.8130311614730878,BioASQ,Mistral-7B-Instruct-v0.1,combined,392,False
0.85,334.0,392.0,0.19760479041916168,0.8023952095808383,BioASQ,Mistral-7B-Instruct-v0.1,combined,392,False
0.8,314.0,392.0,0.21019108280254778,0.7898089171974523,BioASQ,Mistral-7B-Instruct-v0.1,combined,392,False
0.75,294.0,392.0,0.20748299319727892,0.7925170068027211,BioASQ,Mistral-7B-Instruct-v0.1,combined,392,False
0.7,275.0,392.0,0.21454545454545454,0.7854545454545454,BioASQ,Mistral-7B-Instruct-v0.1,combined,392,False
