coverage,n_keep,n_total,selective_accuracy,risk,dataset,model,signal,n,small_n
0.15,21.0,139.0,0.047619047619047616,0.9523809523809523,SQuAD2,OpenBioLLM-8B,entropy,139,True
0.1,14.0,139.0,0.07142857142857142,0.9285714285714286,SQuAD2,OpenBioLLM-8B,entropy,139,True
1.0,139.0,139.0,0.050359712230215826,0.9496402877697842,SQuAD2,OpenBioLLM-8B,confidence,139,True
0.95,133.0,139.0,0.045112781954887216,0.9548872180451128,SQuAD2,OpenBioLLM-8B,confidence,139,True
0.9,126.0,139.0,0.047619047619047616,0.9523809523809523,SQuAD2,OpenBioLLM-8B,confidence,139,True
0.85,119.0,139.0,0.05042016806722689,0.9495798319327731,SQuAD2,OpenBioLLM-8B,confidence,139,True
0.8,112.0,139.0,0.026785714285714284,0.9732142857142857,SQuAD2,OpenBioLLM-8B,confidence,139,True
0.75,105.0,139.0,0.01904761904761905,0.9809523809523809,SQuAD2,OpenBioLLM-8B,confidence,139,True
0.7,98.0,139.0,0.01020408163265306,0.9897959183673469,SQuAD2,OpenBioLLM-8B,confidence,139,True
0.65,91.0,139.0,0.0,1.0,SQuAD2,OpenBioLLM-8B,confidence,139,True
0.6,84.0,139.0,0.0,1.0,SQuAD2,OpenBioLLM-8B,confidence,139,True
0.55,77.0,139.0,0.0,1.0,SQuAD2,OpenBioLLM-8B,confidence,139,True
0.5,70.0,139.0,0.0,1.0,SQuAD2,OpenBioLLM-8B,confidence,139,True
0.45,63.0,139.0,0.0,1.0,SQuAD2,OpenBioLLM-8B,confidence,139,True
0.4,56.0,139.0,0.0,1.0,SQuAD2,OpenBioLLM-8B,confidence,139,True
0.35,49.0,139.0,0.0,1.0,SQuAD2,OpenBioLLM-8B,confidence,139,True
0.3,42.0,139.0,0.0,1.0,SQuAD2,OpenBioLLM-8B,confidence,139,True
0.25,35.0,139.0,0.0,1.0,SQuAD2,OpenBioLLM-8B,confidence,139,True
0.2,28.0,139.0,0.0,1.0,SQuAD2,OpenBioLLM-8B,confidence,139,True
0.15,21.0,139.0,0.0,1.0,SQuAD2,OpenBioLLM-8B,confidence,139,True
0.1,14.0,139.0,0.0,1.0,SQuAD2,OpenBioLLM-8B,confidence,139,True
1.0,139.0,139.0,0.050359712230215826,0.9496402877697842,SQuAD2,OpenBioLLM-8B,margin,139,True
0.95,133.0,139.0,0.05263157894736842,0.9473684210526316,SQuAD2,OpenBioLLM-8B,margin,139,True
0.9,126.0,139.0,0.05555555555555555,0.9444444444444444,SQuAD2,OpenBioLLM-8B,margin,139,True
0.85,119.0,139.0,0.058823529411764705,0.9411764705882353,SQuAD2,OpenBioLLM-8B,margin,139,True
0.8,112.0,139.0,0.0625,0.9375,SQuAD2,OpenBioLLM-8B,margin,139,True
0.75,105.0,139.0,0.06666666666666667,0.9333333333333333,SQuAD2,OpenBioLLM-8B,margin,139,True
0.7,98.0,139.0,0.061224489795918366,0.9387755102040817,SQuAD2,OpenBioLLM-8B,margin,139,True
0.65,91.0,139.0,0.06593406593406594,0.9340659340659341,SQuAD2,OpenBioLLM-8B,margin,139,True
0.6,84.0,139.0,0.07142857142857142,0.9285714285714286,SQuAD2,OpenBioLLM-8B,margin,139,True
0.55,77.0,139.0,0.06493506493506493,0.935064935064935,SQuAD2,OpenBioLLM-8B,margin,139,True
0.5,70.0,139.0,0.07142857142857142,0.9285714285714286,SQuAD2,OpenBioLLM-8B,margin,139,True
0.45,63.0,139.0,0.06349206349206349,0.9365079365079365,SQuAD2,OpenBioLLM-8B,margin,139,True
0.4,56.0,139.0,0.07142857142857142,0.9285714285714286,SQuAD2,OpenBioLLM-8B,margin,139,True
0.35,49.0,139.0,0.08163265306122448,0.9183673469387755,SQuAD2,OpenBioLLM-8B,margin,139,True
0.3,42.0,139.0,0.09523809523809523,0.9047619047619048,SQuAD2,OpenBioLLM-8B,margin,139,True
0.25,35.0,139.0,0.08571428571428572,0.9142857142857143,SQuAD2,OpenBioLLM-8B,margin,139,True
0.2,28.0,139.0,0.03571428571428571,0.9642857142857143,SQuAD2,OpenBioLLM-8B,margin,139,True
0.15,21.0,139.0,0.047619047619047616,0.9523809523809523,SQuAD2,OpenBioLLM-8B,margin,139,True
0.1,14.0,139.0,0.07142857142857142,0.9285714285714286,SQuAD2,OpenBioLLM-8B,margin,139,True
1.0,139.0,139.0,0.050359712230215826,0.9496402877697842,SQuAD2,OpenBioLLM-8B,combined,139,True
0.95,133.0,139.0,0.05263157894736842,0.9473684210526316,SQuAD2,OpenBioLLM-8B,combined,139,True
0.9,126.0,139.0,0.03968253968253968,0.9603174603174603,SQuAD2,OpenBioLLM-8B,combined,139,True
0.85,119.0,139.0,0.04201680672268908,0.957983193277311,SQuAD2,OpenBioLLM-8B,combined,139,True
0.8,112.0,139.0,0.044642857142857144,0.9553571428571429,SQuAD2,OpenBioLLM-8B,combined,139,True
0.75,105.0,139.0,0.047619047619047616,0.9523809523809523,SQuAD2,OpenBioLLM-8B,combined,139,True
0.7,98.0,139.0,0.04081632653061224,0.9591836734693877,SQuAD2,OpenBioLLM-8B,combined,139,True
0.65,91.0,139.0,0.04395604395604396,0.9560439560439561,SQuAD2,OpenBioLLM-8B,combined,139,True
0.6,84.0,139.0,0.047619047619047616,0.9523809523809523,SQuAD2,OpenBioLLM-8B,combined,139,True
0.55,77.0,139.0,0.05194805194805195,0.948051948051948,SQuAD2,OpenBioLLM-8B,combined,139,True
0.5,70.0,139.0,0.05714285714285714,0.9428571428571428,SQuAD2,OpenBioLLM-8B,combined,139,True
0.45,63.0,139.0,0.047619047619047616,0.9523809523809523,SQuAD2,OpenBioLLM-8B,combined,139,True
0.4,56.0,139.0,0.03571428571428571,0.9642857142857143,SQuAD2,OpenBioLLM-8B,combined,139,True
0.35,49.0,139.0,0.02040816326530612,0.9795918367346939,SQuAD2,OpenBioLLM-8B,combined,139,True
0.3,42.0,139.0,0.023809523809523808,0.9761904761904762,SQuAD2,OpenBioLLM-8B,combined,139,True
0.25,35.0,139.0,0.02857142857142857,0.9714285714285714,SQuAD2,OpenBioLLM-8B,combined,139,True
0.2,28.0,139.0,0.03571428571428571,0.9642857142857143,SQuAD2,OpenBioLLM-8B,combined,139,True
0.15,21.0,139.0,0.047619047619047616,0.9523809523809523,SQuAD2,OpenBioLLM-8B,combined,139,True
0.1,14.0,139.0,0.0,1.0,SQuAD2,OpenBioLLM-8B,combined,139,True
1.0,139.0,139.0,0.050359712230215826,0.9496402877697842,SQuAD2,OpenBioLLM-8B,combined_3,139,True
0.95,133.0,139.0,0.05263157894736842,0.9473684210526316,SQuAD2,OpenBioLLM-8B,combined_3,139,True
0.9,126.0,139.0,0.05555555555555555,0.9444444444444444,SQuAD2,OpenBioLLM-8B,combined_3,139,True
0.85,119.0,139.0,0.05042016806722689,0.9495798319327731,SQuAD2,OpenBioLLM-8B,combined_3,139,True
0.8,112.0,139.0,0.05357142857142857,0.9464285714285714,SQuAD2,OpenBioLLM-8B,combined_3,139,True
0.75,105.0,139.0,0.05714285714285714,0.9428571428571428,SQuAD2,OpenBioLLM-8B,combined_3,139,True
0.7,98.0,139.0,0.05102040816326531,0.9489795918367347,SQuAD2,OpenBioLLM-8B,combined_3,139,True
0.65,91.0,139.0,0.04395604395604396,0.9560439560439561,SQuAD2,OpenBioLLM-8B,combined_3,139,True
0.6,84.0,139.0,0.047619047619047616,0.9523809523809523,SQuAD2,OpenBioLLM-8B,combined_3,139,True
0.55,77.0,139.0,0.05194805194805195,0.948051948051948,SQuAD2,OpenBioLLM-8B,combined_3,139,True
0.5,70.0,139.0,0.02857142857142857,0.9714285714285714,SQuAD2,OpenBioLLM-8B,combined_3,139,True
0.45,63.0,139.0,0.015873015873015872,0.9841269841269842,SQuAD2,OpenBioLLM-8B,combined_3,139,True
0.4,56.0,139.0,0.017857142857142856,0.9821428571428571,SQuAD2,OpenBioLLM-8B,combined_3,139,True
0.35,49.0,139.0,0.02040816326530612,0.9795918367346939,SQuAD2,OpenBioLLM-8B,combined_3,139,True
0.3,42.0,139.0,0.0,1.0,SQuAD2,OpenBioLLM-8B,combined_3,139,True
0.25,35.0,139.0,0.0,1.0,SQuAD2,OpenBioLLM-8B,combined_3,139,True
0.2,28.0,139.0,0.0,1.0,SQuAD2,OpenBioLLM-8B,combined_3,139,True
0.15,21.0,139.0,0.0,1.0,SQuAD2,OpenBioLLM-8B,combined_3,139,True
0.1,14.0,139.0,0.0,1.0,SQuAD2,OpenBioLLM-8B,combined_3,139,True
1.0,,,0.050359712230215826,0.9496402877697842,SQuAD2,OpenBioLLM-8B,random,139,True
0.95,,,0.05075187969924812,0.9492481203007519,SQuAD2,OpenBioLLM-8B,random,139,True
0.9,,,0.050793650793650794,0.9492063492063492,SQuAD2,OpenBioLLM-8B,random,139,True
0.85,,,0.049579831932773114,0.9504201680672268,SQuAD2,OpenBioLLM-8B,random,139,True
0.8,,,0.049107142857142856,0.9508928571428571,SQuAD2,OpenBioLLM-8B,random,139,True
0.75,,,0.04904761904761905,0.950952380952381,SQuAD2,OpenBioLLM-8B,random,139,True
0.7,,,0.04744897959183674,0.9525510204081633,SQuAD2,OpenBioLLM-8B,random,139,True
0.65,,,0.04835164835164835,0.9516483516483516,SQuAD2,OpenBioLLM-8B,random,139,True
0.6,,,0.04583333333333333,0.9541666666666667,SQuAD2,OpenBioLLM-8B,random,139,True
0.55,,,0.04415584415584416,0.9558441558441558,SQuAD2,OpenBioLLM-8B,random,139,True
0.5,,,0.04428571428571429,0.9557142857142857,SQuAD2,OpenBioLLM-8B,random,139,True
0.45,,,0.04126984126984126,0.9587301587301588,SQuAD2,OpenBioLLM-8B,random,139,True
0.4,,,0.044642857142857144,0.9553571428571429,SQuAD2,OpenBioLLM-8B,random,139,True
0.35,,,0.04285714285714286,0.9571428571428572,SQuAD2,OpenBioLLM-8B,random,139,True
0.3,,,0.040476190476190485,0.9595238095238096,SQuAD2,OpenBioLLM-8B,random,139,True
0.25,,,0.037142857142857144,0.9628571428571429,SQuAD2,OpenBioLLM-8B,random,139,True
0.2,,,0.033928571428571426,0.9660714285714286,SQuAD2,OpenBioLLM-8B,random,139,True
0.15,,,0.023809523809523808,0.9761904761904762,SQuAD2,OpenBioLLM-8B,random,139,True
0.1,,,0.017857142857142856,0.9821428571428571,SQuAD2,OpenBioLLM-8B,random,139,True
1.0,139.0,139.0,0.5971223021582733,0.40287769784172667,SQuAD2,Meta-Llama-3-8B-Instruct,entropy,139,True
0.95,133.0,139.0,0.6015037593984962,0.3984962406015038,SQuAD2,Meta-Llama-3-8B-Instruct,entropy,139,True
0.9,126.0,139.0,0.6111111111111112,0.38888888888888884,SQuAD2,Meta-Llama-3-8B-Instruct,entropy,139,True
0.85,119.0,139.0,0.6302521008403361,0.3697478991596639,SQuAD2,Meta-Llama-3-8B-Instruct,entropy,139,True
0.8,112.0,139.0,0.6428571428571429,0.3571428571428571,SQuAD2,Meta-Llama-3-8B-Instruct,entropy,139,True
0.75,105.0,139.0,0.6761904761904762,0.32380952380952377,SQuAD2,Meta-Llama-3-8B-Instruct,entropy,139,True
0.7,98.0,139.0,0.6938775510204082,0.30612244897959184,SQuAD2,Meta-Llama-3-8B-Instruct,entropy,139,True
0.65,91.0,139.0,0.6923076923076923,0.3076923076923077,SQuAD2,Meta-Llama-3-8B-Instruct,entropy,139,True
0.6,84.0,139.0,0.6904761904761905,0.30952380952380953,SQuAD2,Meta-Llama-3-8B-Instruct,entropy,139,True
0.55,77.0,139.0,0.6883116883116883,0.3116883116883117,SQuAD2,Meta-Llama-3-8B-Instruct,entropy,139,True
0.5,70.0,139.0,0.7,0.30000000000000004,SQuAD2,Meta-Llama-3-8B-Instruct,entropy,139,True
0.45,63.0,139.0,0.7142857142857143,0.2857142857142857,SQuAD2,Meta-Llama-3-8B-Instruct,entropy,139,True
0.4,56.0,139.0,0.7321428571428571,0.2678571428571429,SQuAD2,Meta-Llama-3-8B-Instruct,entropy,139,True
0.35,49.0,139.0,0.7142857142857143,0.2857142857142857,SQuAD2,Meta-Llama-3-8B-Instruct,entropy,139,True
0.3,42.0,139.0,0.6904761904761905,0.30952380952380953,SQuAD2,Meta-Llama-3-8B-Instruct,entropy,139,True
0.25,35.0,139.0,0.6857142857142857,0.3142857142857143,SQuAD2,Meta-Llama-3-8B-Instruct,entropy,139,True
0.2,28.0,139.0,0.6428571428571429,0.3571428571428571,SQuAD2,Meta-Llama-3-8B-Instruct,entropy,139,True
0.15,21.0,139.0,0.6666666666666666,0.33333333333333337,SQuAD2,Meta-Llama-3-8B-Instruct,entropy,139,True
0.1,14.0,139.0,0.6428571428571429,0.3571428571428571,SQuAD2,Meta-Llama-3-8B-Instruct,entropy,139,True
1.0,139.0,139.0,0.5971223021582733,0.40287769784172667,SQuAD2,Meta-Llama-3-8B-Instruct,confidence,139,True
0.95,133.0,139.0,0.6090225563909775,0.39097744360902253,SQuAD2,Meta-Llama-3-8B-Instruct,confidence,139,True
0.9,126.0,139.0,0.6111111111111112,0.38888888888888884,SQuAD2,Meta-Llama-3-8B-Instruct,confidence,139,True
0.85,119.0,139.0,0.6218487394957983,0.37815126050420167,SQuAD2,Meta-Llama-3-8B-Instruct,confidence,139,True
0.8,112.0,139.0,0.625,0.375,SQuAD2,Meta-Llama-3-8B-Instruct,confidence,139,True
0.75,105.0,139.0,0.6285714285714286,0.37142857142857144,SQuAD2,Meta-Llama-3-8B-Instruct,confidence,139,True
0.7,98.0,139.0,0.6326530612244898,0.36734693877551017,SQuAD2,Meta-Llama-3-8B-Instruct,confidence,139,True
0.65,91.0,139.0,0.6373626373626373,0.3626373626373627,SQuAD2,Meta-Llama-3-8B-Instruct,confidence,139,True
0.6,84.0,139.0,0.6428571428571429,0.3571428571428571,SQuAD2,Meta-Llama-3-8B-Instruct,confidence,139,True
0.55,77.0,139.0,0.6753246753246753,0.3246753246753247,SQuAD2,Meta-Llama-3-8B-Instruct,confidence,139,True
0.5,70.0,139.0,0.6571428571428571,0.34285714285714286,SQuAD2,Meta-Llama-3-8B-Instruct,confidence,139,True
0.45,63.0,139.0,0.6507936507936508,0.3492063492063492,SQuAD2,Meta-Llama-3-8B-Instruct,confidence,139,True
0.4,56.0,139.0,0.7142857142857143,0.2857142857142857,SQuAD2,Meta-Llama-3-8B-Instruct,confidence,139,True
0.35,49.0,139.0,0.6938775510204082,0.30612244897959184,SQuAD2,Meta-Llama-3-8B-Instruct,confidence,139,True
0.3,42.0,139.0,0.7142857142857143,0.2857142857142857,SQuAD2,Meta-Llama-3-8B-Instruct,confidence,139,True
0.25,35.0,139.0,0.6857142857142857,0.3142857142857143,SQuAD2,Meta-Llama-3-8B-Instruct,confidence,139,True
0.2,28.0,139.0,0.7142857142857143,0.2857142857142857,SQuAD2,Meta-Llama-3-8B-Instruct,confidence,139,True
0.15,21.0,139.0,0.8095238095238095,0.19047619047619047,SQuAD2,Meta-Llama-3-8B-Instruct,confidence,139,True
0.1,14.0,139.0,0.9285714285714286,0.0714285714285714,SQuAD2,Meta-Llama-3-8B-Instruct,confidence,139,True
1.0,139.0,139.0,0.5971223021582733,0.40287769784172667,SQuAD2,Meta-Llama-3-8B-Instruct,margin,139,True
0.95,133.0,139.0,0.5864661654135338,0.4135338345864662,SQuAD2,Meta-Llama-3-8B-Instruct,margin,139,True
0.9,126.0,139.0,0.5873015873015873,0.4126984126984127,SQuAD2,Meta-Llama-3-8B-Instruct,margin,139,True
0.85,119.0,139.0,0.5798319327731093,0.4201680672268907,SQuAD2,Meta-Llama-3-8B-Instruct,margin,139,True
0.8,112.0,139.0,0.5892857142857143,0.4107142857142857,SQuAD2,Meta-Llama-3-8B-Instruct,margin,139,True
0.75,105.0,139.0,0.5904761904761905,0.4095238095238095,SQuAD2,Meta-Llama-3-8B-Instruct,margin,139,True
0.7,98.0,139.0,0.6020408163265306,0.3979591836734694,SQuAD2,Meta-Llama-3-8B-Instruct,margin,139,True
0.65,91.0,139.0,0.6373626373626373,0.3626373626373627,SQuAD2,Meta-Llama-3-8B-Instruct,margin,139,True
0.6,84.0,139.0,0.6666666666666666,0.33333333333333337,SQuAD2,Meta-Llama-3-8B-Instruct,margin,139,True
0.55,77.0,139.0,0.6363636363636364,0.36363636363636365,SQuAD2,Meta-Llama-3-8B-Instruct,margin,139,True
0.5,70.0,139.0,0.6,0.4,SQuAD2,Meta-Llama-3-8B-Instruct,margin,139,True
0.45,63.0,139.0,0.5555555555555556,0.4444444444444444,SQuAD2,Meta-Llama-3-8B-Instruct,margin,139,True
0.4,56.0,139.0,0.5178571428571429,0.4821428571428571,SQuAD2,Meta-Llama-3-8B-Instruct,margin,139,True
0.35,49.0,139.0,0.5102040816326531,0.4897959183673469,SQuAD2,Meta-Llama-3-8B-Instruct,margin,139,True
0.3,42.0,139.0,0.5238095238095238,0.47619047619047616,SQuAD2,Meta-Llama-3-8B-Instruct,margin,139,True
0.25,35.0,139.0,0.5142857142857142,0.48571428571428577,SQuAD2,Meta-Llama-3-8B-Instruct,margin,139,True
0.2,28.0,139.0,0.5357142857142857,0.4642857142857143,SQuAD2,Meta-Llama-3-8B-Instruct,margin,139,True
0.15,21.0,139.0,0.47619047619047616,0.5238095238095238,SQuAD2,Meta-Llama-3-8B-Instruct,margin,139,True
0.1,14.0,139.0,0.5,0.5,SQuAD2,Meta-Llama-3-8B-Instruct,margin,139,True
1.0,139.0,139.0,0.5971223021582733,0.40287769784172667,SQuAD2,Meta-Llama-3-8B-Instruct,combined,139,True
0.95,133.0,139.0,0.6165413533834586,0.3834586466165414,SQuAD2,Meta-Llama-3-8B-Instruct,combined,139,True
0.9,126.0,139.0,0.626984126984127,0.373015873015873,SQuAD2,Meta-Llama-3-8B-Instruct,combined,139,True
0.85,119.0,139.0,0.6470588235294118,0.3529411764705882,SQuAD2,Meta-Llama-3-8B-Instruct,combined,139,True
0.8,112.0,139.0,0.6517857142857143,0.3482142857142857,SQuAD2,Meta-Llama-3-8B-Instruct,combined,139,True
0.75,105.0,139.0,0.6857142857142857,0.3142857142857143,SQuAD2,Meta-Llama-3-8B-Instruct,combined,139,True
0.7,98.0,139.0,0.673469387755102,0.326530612244898,SQuAD2,Meta-Llama-3-8B-Instruct,combined,139,True
0.65,91.0,139.0,0.6813186813186813,0.31868131868131866,SQuAD2,Meta-Llama-3-8B-Instruct,combined,139,True
0.6,84.0,139.0,0.6785714285714286,0.3214285714285714,SQuAD2,Meta-Llama-3-8B-Instruct,combined,139,True
0.55,77.0,139.0,0.6883116883116883,0.3116883116883117,SQuAD2,Meta-Llama-3-8B-Instruct,combined,139,True
0.5,70.0,139.0,0.7,0.30000000000000004,SQuAD2,Meta-Llama-3-8B-Instruct,combined,139,True
0.45,63.0,139.0,0.6825396825396826,0.31746031746031744,SQuAD2,Meta-Llama-3-8B-Instruct,combined,139,True
0.4,56.0,139.0,0.6785714285714286,0.3214285714285714,SQuAD2,Meta-Llama-3-8B-Instruct,combined,139,True
0.35,49.0,139.0,0.6938775510204082,0.30612244897959184,SQuAD2,Meta-Llama-3-8B-Instruct,combined,139,True
0.3,42.0,139.0,0.7142857142857143,0.2857142857142857,SQuAD2,Meta-Llama-3-8B-Instruct,combined,139,True
0.25,35.0,139.0,0.7428571428571429,0.2571428571428571,SQuAD2,Meta-Llama-3-8B-Instruct,combined,139,True
0.2,28.0,139.0,0.75,0.25,SQuAD2,Meta-Llama-3-8B-Instruct,combined,139,True
0.15,21.0,139.0,0.7142857142857143,0.2857142857142857,SQuAD2,Meta-Llama-3-8B-Instruct,combined,139,True
0.1,14.0,139.0,0.7857142857142857,0.2142857142857143,SQuAD2,Meta-Llama-3-8B-Instruct,combined,139,True
1.0,139.0,139.0,0.5971223021582733,0.40287769784172667,SQuAD2,Meta-Llama-3-8B-Instruct,combined_3,139,True
0.95,133.0,139.0,0.6090225563909775,0.39097744360902253,SQuAD2,Meta-Llama-3-8B-Instruct,combined_3,139,True
0.9,126.0,139.0,0.626984126984127,0.373015873015873,SQuAD2,Meta-Llama-3-8B-Instruct,combined_3,139,True
0.85,119.0,139.0,0.6302521008403361,0.3697478991596639,SQuAD2,Meta-Llama-3-8B-Instruct,combined_3,139,True
0.8,112.0,139.0,0.6339285714285714,0.3660714285714286,SQuAD2,Meta-Llama-3-8B-Instruct,combined_3,139,True
0.75,105.0,139.0,0.6476190476190476,0.35238095238095235,SQuAD2,Meta-Llama-3-8B-Instruct,combined_3,139,True
0.7,98.0,139.0,0.6428571428571429,0.3571428571428571,SQuAD2,Meta-Llama-3-8B-Instruct,combined_3,139,True
0.65,91.0,139.0,0.6703296703296703,0.3296703296703297,SQuAD2,Meta-Llama-3-8B-Instruct,combined_3,139,True
0.6,84.0,139.0,0.6904761904761905,0.30952380952380953,SQuAD2,Meta-Llama-3-8B-Instruct,combined_3,139,True
0.55,77.0,139.0,0.6753246753246753,0.3246753246753247,SQuAD2,Meta-Llama-3-8B-Instruct,combined_3,139,True
0.5,70.0,139.0,0.7,0.30000000000000004,SQuAD2,Meta-Llama-3-8B-Instruct,combined_3,139,True
0.45,63.0,139.0,0.6984126984126984,0.3015873015873016,SQuAD2,Meta-Llama-3-8B-Instruct,combined_3,139,True
0.4,56.0,139.0,0.6785714285714286,0.3214285714285714,SQuAD2,Meta-Llama-3-8B-Instruct,combined_3,139,True
0.35,49.0,139.0,0.7142857142857143,0.2857142857142857,SQuAD2,Meta-Llama-3-8B-Instruct,combined_3,139,True
0.3,42.0,139.0,0.6904761904761905,0.30952380952380953,SQuAD2,Meta-Llama-3-8B-Instruct,combined_3,139,True
0.25,35.0,139.0,0.6571428571428571,0.34285714285714286,SQuAD2,Meta-Llama-3-8B-Instruct,combined_3,139,True
0.2,28.0,139.0,0.6428571428571429,0.3571428571428571,SQuAD2,Meta-Llama-3-8B-Instruct,combined_3,139,True
0.15,21.0,139.0,0.5714285714285714,0.4285714285714286,SQuAD2,Meta-Llama-3-8B-Instruct,combined_3,139,True
0.1,14.0,139.0,0.6428571428571429,0.3571428571428571,SQuAD2,Meta-Llama-3-8B-Instruct,combined_3,139,True
1.0,,,0.5971223021582734,0.40287769784172656,SQuAD2,Meta-Llama-3-8B-Instruct,random,139,True
0.95,,,0.5981203007518798,0.40187969924812017,SQuAD2,Meta-Llama-3-8B-Instruct,random,139,True
0.9,,,0.5964285714285713,0.4035714285714287,SQuAD2,Meta-Llama-3-8B-Instruct,random,139,True
0.85,,,0.5932773109243696,0.40672268907563036,SQuAD2,Meta-Llama-3-8B-Instruct,random,139,True
0.8,,,0.5959821428571427,0.4040178571428573,SQuAD2,Meta-Llama-3-8B-Instruct,random,139,True
0.75,,,0.5966666666666667,0.4033333333333333,SQuAD2,Meta-Llama-3-8B-Instruct,random,139,True
0.7,,,0.5999999999999999,0.40000000000000013,SQuAD2,Meta-Llama-3-8B-Instruct,random,139,True
0.65,,,0.5994505494505494,0.40054945054945057,SQuAD2,Meta-Llama-3-8B-Instruct,random,139,True
0.6,,,0.6047619047619047,0.3952380952380953,SQuAD2,Meta-Llama-3-8B-Instruct,random,139,True
0.55,,,0.6025974025974026,0.3974025974025974,SQuAD2,Meta-Llama-3-8B-Instruct,random,139,True
0.5,,,0.6078571428571429,0.3921428571428571,SQuAD2,Meta-Llama-3-8B-Instruct,random,139,True
0.45,,,0.6047619047619047,0.3952380952380953,SQuAD2,Meta-Llama-3-8B-Instruct,random,139,True
0.4,,,0.6044642857142858,0.3955357142857142,SQuAD2,Meta-Llama-3-8B-Instruct,random,139,True
0.35,,,0.6030612244897959,0.39693877551020407,SQuAD2,Meta-Llama-3-8B-Instruct,random,139,True
0.3,,,0.613095238095238,0.386904761904762,SQuAD2,Meta-Llama-3-8B-Instruct,random,139,True
0.25,,,0.6199999999999999,0.3800000000000001,SQuAD2,Meta-Llama-3-8B-Instruct,random,139,True
0.2,,,0.6303571428571428,0.36964285714285716,SQuAD2,Meta-Llama-3-8B-Instruct,random,139,True
0.15,,,0.6309523809523809,0.36904761904761907,SQuAD2,Meta-Llama-3-8B-Instruct,random,139,True
0.1,,,0.6249999999999999,0.3750000000000001,SQuAD2,Meta-Llama-3-8B-Instruct,random,139,True
1.0,139.0,139.0,0.6402877697841727,0.3597122302158273,SQuAD2,FLAN-T5-base,entropy,139,True
0.95,133.0,139.0,0.6466165413533834,0.3533834586466166,SQuAD2,FLAN-T5-base,entropy,139,True
0.9,126.0,139.0,0.6428571428571429,0.3571428571428571,SQuAD2,FLAN-T5-base,entropy,139,True
0.85,119.0,139.0,0.6554621848739496,0.3445378151260504,SQuAD2,FLAN-T5-base,entropy,139,True
0.8,112.0,139.0,0.6696428571428571,0.3303571428571429,SQuAD2,FLAN-T5-base,entropy,139,True
0.75,105.0,139.0,0.6761904761904762,0.32380952380952377,SQuAD2,FLAN-T5-base,entropy,139,True
0.7,98.0,139.0,0.6632653061224489,0.33673469387755106,SQuAD2,FLAN-T5-base,entropy,139,True
0.65,91.0,139.0,0.6593406593406593,0.34065934065934067,SQuAD2,FLAN-T5-base,entropy,139,True
0.6,84.0,139.0,0.6785714285714286,0.3214285714285714,SQuAD2,FLAN-T5-base,entropy,139,True
0.55,77.0,139.0,0.7402597402597403,0.2597402597402597,SQuAD2,FLAN-T5-base,entropy,139,True
0.5,70.0,139.0,0.7714285714285715,0.22857142857142854,SQuAD2,FLAN-T5-base,entropy,139,True
0.45,63.0,139.0,0.7936507936507936,0.2063492063492064,SQuAD2,FLAN-T5-base,entropy,139,True
0.4,56.0,139.0,0.8035714285714286,0.1964285714285714,SQuAD2,FLAN-T5-base,entropy,139,True
0.35,49.0,139.0,0.8163265306122449,0.18367346938775508,SQuAD2,FLAN-T5-base,entropy,139,True
0.3,42.0,139.0,0.8095238095238095,0.19047619047619047,SQuAD2,FLAN-T5-base,entropy,139,True
0.25,35.0,139.0,0.8285714285714286,0.17142857142857137,SQuAD2,FLAN-T5-base,entropy,139,True
0.2,28.0,139.0,0.8214285714285714,0.1785714285714286,SQuAD2,FLAN-T5-base,entropy,139,True
0.15,21.0,139.0,0.8571428571428571,0.1428571428571429,SQuAD2,FLAN-T5-base,entropy,139,True
0.1,14.0,139.0,0.8571428571428571,0.1428571428571429,SQuAD2,FLAN-T5-base,entropy,139,True
1.0,139.0,139.0,0.6402877697841727,0.3597122302158273,SQuAD2,FLAN-T5-base,confidence,139,True
0.95,133.0,139.0,0.6541353383458647,0.3458646616541353,SQuAD2,FLAN-T5-base,confidence,139,True
0.9,126.0,139.0,0.6587301587301587,0.3412698412698413,SQuAD2,FLAN-T5-base,confidence,139,True
0.85,119.0,139.0,0.6386554621848739,0.3613445378151261,SQuAD2,FLAN-T5-base,confidence,139,True
0.8,112.0,139.0,0.6339285714285714,0.3660714285714286,SQuAD2,FLAN-T5-base,confidence,139,True
0.75,105.0,139.0,0.6666666666666666,0.33333333333333337,SQuAD2,FLAN-T5-base,confidence,139,True
0.7,98.0,139.0,0.6836734693877551,0.3163265306122449,SQuAD2,FLAN-T5-base,confidence,139,True
0.65,91.0,139.0,0.7252747252747253,0.27472527472527475,SQuAD2,FLAN-T5-base,confidence,139,True
0.6,84.0,139.0,0.75,0.25,SQuAD2,FLAN-T5-base,confidence,139,True
0.55,77.0,139.0,0.7532467532467533,0.24675324675324672,SQuAD2,FLAN-T5-base,confidence,139,True
0.5,70.0,139.0,0.8,0.19999999999999996,SQuAD2,FLAN-T5-base,confidence,139,True
0.45,63.0,139.0,0.8412698412698413,0.15873015873015872,SQuAD2,FLAN-T5-base,confidence,139,True
0.4,56.0,139.0,0.8928571428571429,0.1071428571428571,SQuAD2,FLAN-T5-base,confidence,139,True
0.35,49.0,139.0,0.8979591836734694,0.10204081632653061,SQuAD2,FLAN-T5-base,confidence,139,True
