dataset,model,signal,coverage,selective_accuracy,risk
MedMentions,Llama3-OpenBioLLM-8B,mapping_confidence,0.85,0.24162679425837322,0.7583732057416268
MedMentions,Llama3-OpenBioLLM-8B,mapping_confidence,0.8,0.25190839694656486,0.7480916030534351
MedMentions,Llama3-OpenBioLLM-8B,mapping_confidence,0.75,0.26287262872628725,0.7371273712737128
MedMentions,Llama3-OpenBioLLM-8B,mapping_confidence,0.7,0.2761627906976744,0.7238372093023255
MedMentions,Llama3-OpenBioLLM-8B,mapping_confidence,0.65,0.29375,0.70625
MedMentions,Llama3-OpenBioLLM-8B,mapping_confidence,0.6,0.3152542372881356,0.6847457627118644
MedMentions,Llama3-OpenBioLLM-8B,mapping_confidence,0.55,0.34317343173431736,0.6568265682656826
MedMentions,Llama3-OpenBioLLM-8B,mapping_confidence,0.5,0.3617886178861789,0.6382113821138211
MedMentions,Llama3-OpenBioLLM-8B,mapping_confidence,0.45,0.39819004524886875,0.6018099547511313
MedMentions,Llama3-OpenBioLLM-8B,mapping_confidence,0.4,0.4365482233502538,0.5634517766497462
MedMentions,Llama3-OpenBioLLM-8B,mapping_confidence,0.35,0.47674418604651164,0.5232558139534884
MedMentions,Llama3-OpenBioLLM-8B,mapping_confidence,0.3,0.5,0.5
MedMentions,Llama3-OpenBioLLM-8B,mapping_confidence,0.25,0.45528455284552843,0.5447154471544715
MedMentions,Llama3-OpenBioLLM-8B,mapping_confidence,0.2,0.45454545454545453,0.5454545454545454
MedMentions,Llama3-OpenBioLLM-8B,mapping_confidence,0.15,0.43243243243243246,0.5675675675675675
MedMentions,Llama3-OpenBioLLM-8B,mapping_confidence,0.1,0.44,0.56
MedMentions,Llama3-OpenBioLLM-8B,random,1.0,0.22810590631364563,0.7718940936863543
MedMentions,Llama3-OpenBioLLM-8B,random,0.95,0.2296573875802998,0.7703426124197001
MedMentions,Llama3-OpenBioLLM-8B,random,0.9,0.23122171945701359,0.7687782805429864
MedMentions,Llama3-OpenBioLLM-8B,random,0.85,0.23217703349282298,0.767822966507177
MedMentions,Llama3-OpenBioLLM-8B,random,0.8,0.2312977099236641,0.7687022900763358
MedMentions,Llama3-OpenBioLLM-8B,random,0.75,0.23008130081300812,0.7699186991869919
MedMentions,Llama3-OpenBioLLM-8B,random,0.7,0.23154069767441862,0.7684593023255814
MedMentions,Llama3-OpenBioLLM-8B,random,0.65,0.231875,0.768125
MedMentions,Llama3-OpenBioLLM-8B,random,0.6,0.2325423728813559,0.7674576271186441
MedMentions,Llama3-OpenBioLLM-8B,random,0.55,0.22970479704797048,0.7702952029520296
MedMentions,Llama3-OpenBioLLM-8B,random,0.5,0.23008130081300812,0.7699186991869919
MedMentions,Llama3-OpenBioLLM-8B,random,0.45,0.22511312217194573,0.7748868778280542
MedMentions,Llama3-OpenBioLLM-8B,random,0.4,0.22766497461928936,0.7723350253807106
MedMentions,Llama3-OpenBioLLM-8B,random,0.35,0.22674418604651167,0.7732558139534883
MedMentions,Llama3-OpenBioLLM-8B,random,0.3,0.2243243243243243,0.7756756756756757
MedMentions,Llama3-OpenBioLLM-8B,random,0.25,0.22682926829268296,0.7731707317073171
MedMentions,Llama3-OpenBioLLM-8B,random,0.2,0.22575757575757574,0.7742424242424243
MedMentions,Llama3-OpenBioLLM-8B,random,0.15,0.22635135135135137,0.7736486486486487
MedMentions,Llama3-OpenBioLLM-8B,random,0.1,0.227,0.773
MedMentions,Meta-Llama-3-8B-Instruct,combined,1.0,0.219959266802444,0.7800407331975561
MedMentions,Meta-Llama-3-8B-Instruct,combined,0.95,0.22269807280513917,0.7773019271948608
MedMentions,Meta-Llama-3-8B-Instruct,combined,0.9,0.22624434389140272,0.7737556561085973
MedMentions,Meta-Llama-3-8B-Instruct,combined,0.85,0.22966507177033493,0.7703349282296651
MedMentions,Meta-Llama-3-8B-Instruct,combined,0.8,0.23155216284987276,0.7684478371501272
MedMentions,Meta-Llama-3-8B-Instruct,combined,0.75,0.23848238482384823,0.7615176151761518
MedMentions,Meta-Llama-3-8B-Instruct,combined,0.7,0.24709302325581395,0.752906976744186
MedMentions,Meta-Llama-3-8B-Instruct,combined,0.65,0.246875,0.753125
MedMentions,Meta-Llama-3-8B-Instruct,combined,0.6,0.2542372881355932,0.7457627118644068
MedMentions,Meta-Llama-3-8B-Instruct,combined,0.55,0.24723247232472326,0.7527675276752768
MedMentions,Meta-Llama-3-8B-Instruct,combined,0.5,0.25203252032520324,0.7479674796747968
MedMentions,Meta-Llama-3-8B-Instruct,combined,0.45,0.2669683257918552,0.7330316742081449
MedMentions,Meta-Llama-3-8B-Instruct,combined,0.4,0.27918781725888325,0.7208121827411167
MedMentions,Meta-Llama-3-8B-Instruct,combined,0.35,0.29651162790697677,0.7034883720930232
MedMentions,Meta-Llama-3-8B-Instruct,combined,0.3,0.32432432432432434,0.6756756756756757
MedMentions,Meta-Llama-3-8B-Instruct,combined,0.25,0.3333333333333333,0.6666666666666667
MedMentions,Meta-Llama-3-8B-Instruct,combined,0.2,0.31313131313131315,0.6868686868686869
MedMentions,Meta-Llama-3-8B-Instruct,combined,0.15,0.32432432432432434,0.6756756756756757
MedMentions,Meta-Llama-3-8B-Instruct,combined,0.1,0.32,0.6799999999999999
MedMentions,Meta-Llama-3-8B-Instruct,entropy,1.0,0.219959266802444,0.7800407331975561
MedMentions,Meta-Llama-3-8B-Instruct,entropy,0.95,0.22269807280513917,0.7773019271948608
MedMentions,Meta-Llama-3-8B-Instruct,entropy,0.9,0.22624434389140272,0.7737556561085973
MedMentions,Meta-Llama-3-8B-Instruct,entropy,0.85,0.22966507177033493,0.7703349282296651
MedMentions,Meta-Llama-3-8B-Instruct,entropy,0.8,0.23155216284987276,0.7684478371501272
MedMentions,Meta-Llama-3-8B-Instruct,entropy,0.75,0.23848238482384823,0.7615176151761518
MedMentions,Meta-Llama-3-8B-Instruct,entropy,0.7,0.24709302325581395,0.752906976744186
MedMentions,Meta-Llama-3-8B-Instruct,entropy,0.65,0.246875,0.753125
MedMentions,Meta-Llama-3-8B-Instruct,entropy,0.6,0.2440677966101695,0.7559322033898305
MedMentions,Meta-Llama-3-8B-Instruct,entropy,0.55,0.24723247232472326,0.7527675276752768
MedMentions,Meta-Llama-3-8B-Instruct,entropy,0.5,0.25609756097560976,0.7439024390243902
MedMentions,Meta-Llama-3-8B-Instruct,entropy,0.45,0.25339366515837103,0.746606334841629
MedMentions,Meta-Llama-3-8B-Instruct,entropy,0.4,0.2436548223350254,0.7563451776649746
MedMentions,Meta-Llama-3-8B-Instruct,entropy,0.35,0.2441860465116279,0.7558139534883721
MedMentions,Meta-Llama-3-8B-Instruct,entropy,0.3,0.25,0.75
MedMentions,Meta-Llama-3-8B-Instruct,entropy,0.25,0.25203252032520324,0.7479674796747968
MedMentions,Meta-Llama-3-8B-Instruct,entropy,0.2,0.26262626262626265,0.7373737373737373
MedMentions,Meta-Llama-3-8B-Instruct,entropy,0.15,0.22972972972972974,0.7702702702702703
MedMentions,Meta-Llama-3-8B-Instruct,entropy,0.1,0.26,0.74
MedMentions,Meta-Llama-3-8B-Instruct,mapping_confidence,1.0,0.219959266802444,0.7800407331975561
MedMentions,Meta-Llama-3-8B-Instruct,mapping_confidence,0.95,0.22698072805139186,0.7730192719486082
MedMentions,Meta-Llama-3-8B-Instruct,mapping_confidence,0.9,0.22624434389140272,0.7737556561085973
MedMentions,Meta-Llama-3-8B-Instruct,mapping_confidence,0.85,0.23205741626794257,0.7679425837320575
MedMentions,Meta-Llama-3-8B-Instruct,mapping_confidence,0.8,0.22646310432569974,0.7735368956743003
MedMentions,Meta-Llama-3-8B-Instruct,mapping_confidence,0.75,0.23848238482384823,0.7615176151761518
MedMentions,Meta-Llama-3-8B-Instruct,mapping_confidence,0.7,0.25290697674418605,0.747093023255814
MedMentions,Meta-Llama-3-8B-Instruct,mapping_confidence,0.65,0.265625,0.734375
MedMentions,Meta-Llama-3-8B-Instruct,mapping_confidence,0.6,0.28135593220338984,0.7186440677966102
MedMentions,Meta-Llama-3-8B-Instruct,mapping_confidence,0.55,0.2952029520295203,0.7047970479704797
MedMentions,Meta-Llama-3-8B-Instruct,mapping_confidence,0.5,0.2967479674796748,0.7032520325203252
MedMentions,Meta-Llama-3-8B-Instruct,mapping_confidence,0.45,0.2850678733031674,0.7149321266968326
MedMentions,Meta-Llama-3-8B-Instruct,mapping_confidence,0.4,0.2893401015228426,0.7106598984771574
MedMentions,Meta-Llama-3-8B-Instruct,mapping_confidence,0.35,0.28488372093023256,0.7151162790697674
MedMentions,Meta-Llama-3-8B-Instruct,mapping_confidence,0.3,0.2702702702702703,0.7297297297297297
MedMentions,Meta-Llama-3-8B-Instruct,mapping_confidence,0.25,0.2601626016260163,0.7398373983739837
MedMentions,Meta-Llama-3-8B-Instruct,mapping_confidence,0.2,0.26262626262626265,0.7373737373737373
MedMentions,Meta-Llama-3-8B-Instruct,mapping_confidence,0.15,0.20270270270270271,0.7972972972972973
MedMentions,Meta-Llama-3-8B-Instruct,mapping_confidence,0.1,0.12,0.88
MedMentions,Meta-Llama-3-8B-Instruct,random,1.0,0.21995926680244401,0.780040733197556
MedMentions,Meta-Llama-3-8B-Instruct,random,0.95,0.2201284796573876,0.7798715203426124
MedMentions,Meta-Llama-3-8B-Instruct,random,0.9,0.22149321266968328,0.7785067873303168
MedMentions,Meta-Llama-3-8B-Instruct,random,0.85,0.2226076555023923,0.7773923444976076
MedMentions,Meta-Llama-3-8B-Instruct,random,0.8,0.22201017811704835,0.7779898218829516
MedMentions,Meta-Llama-3-8B-Instruct,random,0.75,0.22195121951219515,0.7780487804878049
MedMentions,Meta-Llama-3-8B-Instruct,random,0.7,0.22267441860465115,0.7773255813953488
MedMentions,Meta-Llama-3-8B-Instruct,random,0.65,0.2225,0.7775
MedMentions,Meta-Llama-3-8B-Instruct,random,0.6,0.2244067796610169,0.775593220338983
MedMentions,Meta-Llama-3-8B-Instruct,random,0.55,0.22546125461254612,0.7745387453874539
MedMentions,Meta-Llama-3-8B-Instruct,random,0.5,0.22804878048780486,0.7719512195121951
MedMentions,Meta-Llama-3-8B-Instruct,random,0.45,0.22918552036199097,0.770814479638009
MedMentions,Meta-Llama-3-8B-Instruct,random,0.4,0.22918781725888326,0.7708121827411167
MedMentions,Meta-Llama-3-8B-Instruct,random,0.35,0.23372093023255816,0.7662790697674419
MedMentions,Meta-Llama-3-8B-Instruct,random,0.3,0.23682432432432435,0.7631756756756757
MedMentions,Meta-Llama-3-8B-Instruct,random,0.25,0.23902439024390248,0.7609756097560976
MedMentions,Meta-Llama-3-8B-Instruct,random,0.2,0.2272727272727273,0.7727272727272727
MedMentions,Meta-Llama-3-8B-Instruct,random,0.15,0.23310810810810811,0.7668918918918919
MedMentions,Meta-Llama-3-8B-Instruct,random,0.1,0.23999999999999994,0.76
MedMentions,Mistral-7B-Instruct-v0.1,combined,1.0,0.21181262729124237,0.7881873727087576
MedMentions,Mistral-7B-Instruct-v0.1,combined,0.95,0.20770877944325483,0.7922912205567452
MedMentions,Mistral-7B-Instruct-v0.1,combined,0.9,0.2171945701357466,0.7828054298642534
MedMentions,Mistral-7B-Instruct-v0.1,combined,0.85,0.22248803827751196,0.777511961722488
MedMentions,Mistral-7B-Instruct-v0.1,combined,0.8,0.23155216284987276,0.7684478371501272
MedMentions,Mistral-7B-Instruct-v0.1,combined,0.75,0.23306233062330622,0.7669376693766938
MedMentions,Mistral-7B-Instruct-v0.1,combined,0.7,0.23837209302325582,0.7616279069767442
MedMentions,Mistral-7B-Instruct-v0.1,combined,0.65,0.24375,0.75625
MedMentions,Mistral-7B-Instruct-v0.1,combined,0.6,0.26101694915254237,0.7389830508474576
MedMentions,Mistral-7B-Instruct-v0.1,combined,0.55,0.2656826568265683,0.7343173431734318
MedMentions,Mistral-7B-Instruct-v0.1,combined,0.5,0.2764227642276423,0.7235772357723578
MedMentions,Mistral-7B-Instruct-v0.1,combined,0.45,0.28054298642533937,0.7194570135746606
MedMentions,Mistral-7B-Instruct-v0.1,combined,0.4,0.27411167512690354,0.7258883248730965
MedMentions,Mistral-7B-Instruct-v0.1,combined,0.35,0.29651162790697677,0.7034883720930232
MedMentions,Mistral-7B-Instruct-v0.1,combined,0.3,0.3108108108108108,0.6891891891891893
MedMentions,Mistral-7B-Instruct-v0.1,combined,0.25,0.34959349593495936,0.6504065040650406
MedMentions,Mistral-7B-Instruct-v0.1,combined,0.2,0.41414141414141414,0.5858585858585859
MedMentions,Mistral-7B-Instruct-v0.1,combined,0.15,0.47297297297297297,0.527027027027027
MedMentions,Mistral-7B-Instruct-v0.1,combined,0.1,0.48,0.52
MedMentions,Mistral-7B-Instruct-v0.1,entropy,1.0,0.21181262729124237,0.7881873727087576
MedMentions,Mistral-7B-Instruct-v0.1,entropy,0.95,0.20770877944325483,0.7922912205567452
MedMentions,Mistral-7B-Instruct-v0.1,entropy,0.9,0.2171945701357466,0.7828054298642534
MedMentions,Mistral-7B-Instruct-v0.1,entropy,0.85,0.22248803827751196,0.777511961722488
MedMentions,Mistral-7B-Instruct-v0.1,entropy,0.8,0.23155216284987276,0.7684478371501272
MedMentions,Mistral-7B-Instruct-v0.1,entropy,0.75,0.23306233062330622,0.7669376693766938
MedMentions,Mistral-7B-Instruct-v0.1,entropy,0.7,0.23837209302325582,0.7616279069767442
MedMentions,Mistral-7B-Instruct-v0.1,entropy,0.65,0.24375,0.75625
MedMentions,Mistral-7B-Instruct-v0.1,entropy,0.6,0.26101694915254237,0.7389830508474576
MedMentions,Mistral-7B-Instruct-v0.1,entropy,0.55,0.2656826568265683,0.7343173431734318
MedMentions,Mistral-7B-Instruct-v0.1,entropy,0.5,0.2682926829268293,0.7317073170731707
MedMentions,Mistral-7B-Instruct-v0.1,entropy,0.45,0.2850678733031674,0.7149321266968326
MedMentions,Mistral-7B-Instruct-v0.1,entropy,0.4,0.27411167512690354,0.7258883248730965
MedMentions,Mistral-7B-Instruct-v0.1,entropy,0.35,0.26744186046511625,0.7325581395348837
MedMentions,Mistral-7B-Instruct-v0.1,entropy,0.3,0.28378378378378377,0.7162162162162162
MedMentions,Mistral-7B-Instruct-v0.1,entropy,0.25,0.2682926829268293,0.7317073170731707
MedMentions,Mistral-7B-Instruct-v0.1,entropy,0.2,0.23232323232323232,0.7676767676767677
MedMentions,Mistral-7B-Instruct-v0.1,entropy,0.15,0.22972972972972974,0.7702702702702703
MedMentions,Mistral-7B-Instruct-v0.1,entropy,0.1,0.24,0.76
MedMentions,Mistral-7B-Instruct-v0.1,mapping_confidence,1.0,0.21181262729124237,0.7881873727087576
MedMentions,Mistral-7B-Instruct-v0.1,mapping_confidence,0.95,0.21199143468950749,0.7880085653104925
MedMentions,Mistral-7B-Instruct-v0.1,mapping_confidence,0.9,0.21945701357466063,0.7805429864253394
MedMentions,Mistral-7B-Instruct-v0.1,mapping_confidence,0.85,0.22248803827751196,0.777511961722488
MedMentions,Mistral-7B-Instruct-v0.1,mapping_confidence,0.8,0.21628498727735368,0.7837150127226463
MedMentions,Mistral-7B-Instruct-v0.1,mapping_confidence,0.75,0.22764227642276422,0.7723577235772358
MedMentions,Mistral-7B-Instruct-v0.1,mapping_confidence,0.7,0.2441860465116279,0.7558139534883721
MedMentions,Mistral-7B-Instruct-v0.1,mapping_confidence,0.65,0.25,0.75
MedMentions,Mistral-7B-Instruct-v0.1,mapping_confidence,0.6,0.2576271186440678,0.7423728813559323
MedMentions,Mistral-7B-Instruct-v0.1,mapping_confidence,0.55,0.2656826568265683,0.7343173431734318
MedMentions,Mistral-7B-Instruct-v0.1,mapping_confidence,0.5,0.2886178861788618,0.7113821138211383
MedMentions,Mistral-7B-Instruct-v0.1,mapping_confidence,0.45,0.3031674208144796,0.6968325791855203
MedMentions,Mistral-7B-Instruct-v0.1,mapping_confidence,0.4,0.3350253807106599,0.6649746192893401
MedMentions,Mistral-7B-Instruct-v0.1,mapping_confidence,0.35,0.36046511627906974,0.6395348837209303
MedMentions,Mistral-7B-Instruct-v0.1,mapping_confidence,0.3,0.41216216216216217,0.5878378378378378
MedMentions,Mistral-7B-Instruct-v0.1,mapping_confidence,0.25,0.3902439024390244,0.6097560975609756
MedMentions,Mistral-7B-Instruct-v0.1,mapping_confidence,0.2,0.36363636363636365,0.6363636363636364
MedMentions,Mistral-7B-Instruct-v0.1,mapping_confidence,0.15,0.3918918918918919,0.6081081081081081
MedMentions,Mistral-7B-Instruct-v0.1,mapping_confidence,0.1,0.38,0.62
MedMentions,Mistral-7B-Instruct-v0.1,random,1.0,0.21181262729124234,0.7881873727087576
MedMentions,Mistral-7B-Instruct-v0.1,random,0.95,0.21188436830835117,0.7881156316916489
MedMentions,Mistral-7B-Instruct-v0.1,random,0.9,0.2130090497737557,0.7869909502262443
MedMentions,Mistral-7B-Instruct-v0.1,random,0.85,0.21148325358851677,0.7885167464114833
MedMentions,Mistral-7B-Instruct-v0.1,random,0.8,0.21030534351145036,0.7896946564885496
MedMentions,Mistral-7B-Instruct-v0.1,random,0.75,0.21097560975609758,0.7890243902439025
MedMentions,Mistral-7B-Instruct-v0.1,random,0.7,0.20988372093023258,0.7901162790697674
MedMentions,Mistral-7B-Instruct-v0.1,random,0.65,0.20890625,0.79109375
MedMentions,Mistral-7B-Instruct-v0.1,random,0.6,0.21101694915254238,0.7889830508474576
MedMentions,Mistral-7B-Instruct-v0.1,random,0.55,0.21162361623616235,0.7883763837638377
MedMentions,Mistral-7B-Instruct-v0.1,random,0.5,0.21260162601626015,0.7873983739837398
MedMentions,Mistral-7B-Instruct-v0.1,random,0.45,0.20995475113122178,0.7900452488687782
MedMentions,Mistral-7B-Instruct-v0.1,random,0.4,0.20685279187817263,0.7931472081218274
MedMentions,Mistral-7B-Instruct-v0.1,random,0.35,0.21017441860465116,0.7898255813953489
MedMentions,Mistral-7B-Instruct-v0.1,random,0.3,0.21013513513513513,0.7898648648648648
MedMentions,Mistral-7B-Instruct-v0.1,random,0.25,0.20853658536585362,0.7914634146341464
MedMentions,Mistral-7B-Instruct-v0.1,random,0.2,0.20505050505050507,0.794949494949495
MedMentions,Mistral-7B-Instruct-v0.1,random,0.15,0.21013513513513518,0.7898648648648648
MedMentions,Mistral-7B-Instruct-v0.1,random,0.1,0.199,0.8009999999999999
MedMentions,PubMedBERT,combined,1.0,0.032586558044806514,0.9674134419551935
MedMentions,PubMedBERT,combined,0.95,0.034261241970021415,0.9657387580299786
MedMentions,PubMedBERT,combined,0.9,0.033936651583710405,0.9660633484162896
MedMentions,PubMedBERT,combined,0.85,0.03349282296650718,0.9665071770334929
MedMentions,PubMedBERT,combined,0.8,0.035623409669211195,0.9643765903307888
MedMentions,PubMedBERT,combined,0.75,0.03523035230352303,0.964769647696477
MedMentions,PubMedBERT,combined,0.7,0.0377906976744186,0.9622093023255814
MedMentions,PubMedBERT,combined,0.65,0.034375,0.965625
MedMentions,PubMedBERT,combined,0.6,0.03728813559322034,0.9627118644067797
MedMentions,PubMedBERT,combined,0.55,0.03690036900369004,0.96309963099631
MedMentions,PubMedBERT,combined,0.5,0.032520325203252036,0.967479674796748
MedMentions,PubMedBERT,combined,0.45,0.03619909502262444,0.9638009049773756
MedMentions,PubMedBERT,combined,0.4,0.030456852791878174,0.9695431472081218
MedMentions,PubMedBERT,combined,0.35,0.023255813953488372,0.9767441860465116
MedMentions,PubMedBERT,combined,0.3,0.02702702702702703,0.972972972972973
MedMentions,PubMedBERT,combined,0.25,0.008130081300813009,0.991869918699187
MedMentions,PubMedBERT,combined,0.2,0.010101010101010102,0.98989898989899
MedMentions,PubMedBERT,combined,0.15,0.013513513513513514,0.9864864864864865
MedMentions,PubMedBERT,combined,0.1,0.02,0.98
MedMentions,PubMedBERT,entropy,1.0,0.032586558044806514,0.9674134419551935
MedMentions,PubMedBERT,entropy,0.95,0.034261241970021415,0.9657387580299786
MedMentions,PubMedBERT,entropy,0.9,0.033936651583710405,0.9660633484162896
MedMentions,PubMedBERT,entropy,0.85,0.03349282296650718,0.9665071770334929
MedMentions,PubMedBERT,entropy,0.8,0.035623409669211195,0.9643765903307888
MedMentions,PubMedBERT,entropy,0.75,0.03523035230352303,0.964769647696477
MedMentions,PubMedBERT,entropy,0.7,0.0377906976744186,0.9622093023255814
MedMentions,PubMedBERT,entropy,0.65,0.034375,0.965625
MedMentions,PubMedBERT,entropy,0.6,0.03728813559322034,0.9627118644067797
MedMentions,PubMedBERT,entropy,0.55,0.03690036900369004,0.96309963099631
MedMentions,PubMedBERT,entropy,0.5,0.032520325203252036,0.967479674796748
MedMentions,PubMedBERT,entropy,0.45,0.03619909502262444,0.9638009049773756
MedMentions,PubMedBERT,entropy,0.4,0.030456852791878174,0.9695431472081218
MedMentions,PubMedBERT,entropy,0.35,0.023255813953488372,0.9767441860465116
MedMentions,PubMedBERT,entropy,0.3,0.02702702702702703,0.972972972972973
MedMentions,PubMedBERT,entropy,0.25,0.008130081300813009,0.991869918699187
MedMentions,PubMedBERT,entropy,0.2,0.010101010101010102,0.98989898989899
MedMentions,PubMedBERT,entropy,0.15,0.013513513513513514,0.9864864864864865
MedMentions,PubMedBERT,entropy,0.1,0.02,0.98
MedMentions,PubMedBERT,mapping_confidence,1.0,0.032586558044806514,0.9674134419551935
MedMentions,PubMedBERT,mapping_confidence,0.95,0.029978586723768737,0.9700214132762313
MedMentions,PubMedBERT,mapping_confidence,0.9,0.029411764705882353,0.9705882352941176
MedMentions,PubMedBERT,mapping_confidence,0.85,0.028708133971291867,0.9712918660287081
MedMentions,PubMedBERT,mapping_confidence,0.8,0.027989821882951654,0.9720101781170484
MedMentions,PubMedBERT,mapping_confidence,0.75,0.02981029810298103,0.9701897018970189
MedMentions,PubMedBERT,mapping_confidence,0.7,0.03197674418604651,0.9680232558139534
MedMentions,PubMedBERT,mapping_confidence,0.65,0.03125,0.96875
MedMentions,PubMedBERT,mapping_confidence,0.6,0.030508474576271188,0.9694915254237289
MedMentions,PubMedBERT,mapping_confidence,0.55,0.025830258302583026,0.974169741697417
MedMentions,PubMedBERT,mapping_confidence,0.5,0.028455284552845527,0.9715447154471545
MedMentions,PubMedBERT,mapping_confidence,0.45,0.02262443438914027,0.9773755656108597
MedMentions,PubMedBERT,mapping_confidence,0.4,0.025380710659898477,0.9746192893401016
MedMentions,PubMedBERT,mapping_confidence,0.35,0.01744186046511628,0.9825581395348837
MedMentions,PubMedBERT,mapping_confidence,0.3,0.02027027027027027,0.9797297297297297
MedMentions,PubMedBERT,mapping_confidence,0.25,0.024390243902439025,0.975609756097561
MedMentions,PubMedBERT,mapping_confidence,0.2,0.030303030303030304,0.9696969696969697
MedMentions,PubMedBERT,mapping_confidence,0.15,0.02702702702702703,0.972972972972973
MedMentions,PubMedBERT,mapping_confidence,0.1,0.0,1.0
MedMentions,PubMedBERT,random,1.0,0.03258655804480651,0.9674134419551935
MedMentions,PubMedBERT,random,0.95,0.032441113490364035,0.967558886509636
MedMentions,PubMedBERT,random,0.9,0.03303167420814479,0.9669683257918552
MedMentions,PubMedBERT,random,0.85,0.034210526315789476,0.9657894736842105
MedMentions,PubMedBERT,random,0.8,0.03447837150127226,0.9655216284987277
MedMentions,PubMedBERT,random,0.75,0.03414634146341462,0.9658536585365853
MedMentions,PubMedBERT,random,0.7,0.03517441860465116,0.9648255813953488
MedMentions,PubMedBERT,random,0.65,0.0359375,0.9640625
MedMentions,PubMedBERT,random,0.6,0.03593220338983051,0.9640677966101695
MedMentions,PubMedBERT,random,0.55,0.03579335793357934,0.9642066420664207
MedMentions,PubMedBERT,random,0.5,0.034959349593495934,0.9650406504065041
MedMentions,PubMedBERT,random,0.45,0.0334841628959276,0.9665158371040724
MedMentions,PubMedBERT,random,0.4,0.03375634517766497,0.966243654822335
MedMentions,PubMedBERT,random,0.35,0.036046511627906966,0.963953488372093
MedMentions,PubMedBERT,random,0.3,0.03581081081081082,0.9641891891891892
MedMentions,PubMedBERT,random,0.25,0.03373983739837398,0.9662601626016261
MedMentions,PubMedBERT,random,0.2,0.03636363636363636,0.9636363636363636
MedMentions,PubMedBERT,random,0.15,0.03716216216216217,0.9628378378378378
MedMentions,PubMedBERT,random,0.1,0.037000000000000005,0.963
